IS (M),k_prime,k_prime_std
0.06680175,4.03112181777858,
0.08004706,3.0310280014012,
0.0922735,2.38177691792766,
0.11774525,1.65051997286733,
0.143217,1.12221094567805,
0.1941605,0.821974367061122,
