,IS (M),k_prime,k_prime_std,Keq_nd
0,0.11775,15.58708,,16.644268221670803
1,0.14322,4.44376,,4.7451564598842015
2,0.19416,1.1491,,1.2270373035566584
3,0.2451,0.39022,,0.41668653432588915
