,resin,tis_M,kprime
706,DEAE Sepharose FF,0.15729321887501443,1.2146
707,DEAE Sepharose FF,0.16833328550366305,0.6407
708,Fractogel EMD DEAE (M),0.18823483601033703,8.023
709,Fractogel EMD DEAE (M),0.19746494109028837,3.421
710,Fractogel EMD DEAE (M),0.2079792462880791,2.2934
711,Fractogel EMD DEAE (M),0.22797645701567876,1.2094
712,Fractogel EMD DEAE (M),0.2529006817014984,0.5887
713,Fractogel EMD DEAE (M),0.2794280499871478,0.27174
714,MacroPrep DEAE Support,0.19746494109028837,4.013
715,MacroPrep DEAE Support,0.21818254334491438,2.9912
716,MacroPrep DEAE Support,0.22706489708342312,2.2911
717,MacroPrep DEAE Support,0.23820452104817585,1.9005
718,Poros 50 D,0.12781740615309814,12.014
719,Poros 50 D,0.13843630530808695,4.855
720,Poros 50 D,0.15855137036440944,1.2145
721,Poros 50 D,0.17871870134790355,0.29585
722,Toyopearl DEAE 650 M,0.11754116746959574,4.038
723,Toyopearl DEAE 650 M,0.14756385760433766,0.8373
724,Toyopearl DEAE 650 M,0.15792104166849497,0.5182
725,Toyopearl DEAE 650 M,0.16766406832763578,0.32933
