,resin,tis_M,kprime
246,Q Sepharose HP,0.040693415805322694,0.6156
247,Q Sepharose HP,0.050487201494421166,0.34279
248,Q Sepharose HP,0.060875758664142354,0.21992
249,Q Sepharose HP,0.07098894702094884,0.11752
250,Q Sepharose HP,0.09115770282588878,0.0503
251,Q Sepharose HP,0.11128298149364017,0.019843
252,Q Sepharose XL,0.061521803327099125,3.8327
253,Q Sepharose XL,0.07097937339409167,1.5735
254,Q Sepharose XL,0.08092775579240412,0.8238
255,Q Sepharose XL,0.09068156262468716,0.5281
256,Q Sepharose XL,0.10106318470307636,0.30586
257,Q Sepharose XL,0.11008972312434634,0.20002
258,Q Sepharose XL,0.12060107576159579,0.13081
259,Q-Cellthru Bigbeads Plus,0.050841425593573644,2.3514
260,Q-Cellthru Bigbeads Plus,0.060938823515073216,1.7384
261,Q-Cellthru Bigbeads Plus,0.08091334989359894,0.8933
262,Separon HemaBio 1000Q,0.0909314104371073,24.345
263,Separon HemaBio 1000Q,0.10041269618130516,5.55
264,Separon HemaBio 1000Q,0.10999043083251758,3.7798
265,Separon HemaBio 1000Q,0.12125033343841694,1.8614
266,Separon HemaBio 1000Q,0.12832028743744386,1.6493
267,Separon HemaBio 1000Q,0.15058653455208035,0.6503
268,Toyopearl QAE 550c,0.050571457469404266,2.0402
269,Toyopearl QAE 550c,0.07072035756212783,0.6449
270,Toyopearl QAE 550c,0.09086200786864988,0.21646
271,Toyopearl QAE 550c,0.11164078461143424,0.05929
272,UNO Q-1,0.035785857429144,0.35563
273,UNO Q-1,0.040763084950269035,0.28496
274,UNO Q-1,0.05082592121982211,0.21508
275,UNO Q-1,0.056006720806496775,0.12711
276,UNO Q-1,0.0819940964250574,0.029068
726,DEAE Ceramic HyperD 20,0.08038407155897694,2.3831
727,DEAE Ceramic HyperD 20,0.09092011994714151,1.2023
728,DEAE Ceramic HyperD 20,0.10080683974644125,0.7686
729,DEAE Ceramic HyperD 20,0.11086896672090553,0.7292
730,DEAE Ceramic HyperD 20,0.12002728982802453,0.5754
731,DEAE Ceramic HyperD 20,0.13045478098128627,0.4786
732,DEAE Sepharose FF,0.07053586555543664,1.9822
733,DEAE Sepharose FF,0.08009953594214977,0.9001
734,DEAE Sepharose FF,0.10533434523530713,0.34903
735,Fractogel EMD DEAE (M),0.07056510628451093,0.7686
736,Fractogel EMD DEAE (M),0.08042665380156767,0.6918
737,Fractogel EMD DEAE (M),0.09094733969153347,0.6065
738,Fractogel EMD DEAE (M),0.10042688681917336,0.4914
739,MacroPrep DEAE Support,0.07026515360529802,1.5236
740,MacroPrep DEAE Support,0.09093896351773159,0.7487
741,MacroPrep DEAE Support,0.11000945167186686,0.5179
742,MacroPrep DEAE Support,0.12996607399443558,0.29031
743,MacroPrep DEAE Support,0.15049081701947634,0.29031
744,MacroPrep DEAE Support,0.17018058021096824,0.2352
745,Poros 50 D,0.08049520300711696,0.09869
746,Poros 50 D,0.10582054648202538,0.07996
747,Poros 50 D,0.13057198305888162,0.05831
748,Toyopearl DEAE 650 M,0.06058847199671044,51.79
749,Toyopearl DEAE 650 M,0.07076850155569171,9.613
750,Toyopearl DEAE 650 M,0.08036741508008002,3.827
751,Toyopearl DEAE 650 M,0.0905419825957868,1.8806
752,Toyopearl DEAE 650 M,0.10039682992912502,1.0267
