x,Fractogel EMD SO3-
0.32603,1.2967
0.35174,1.7376
0.38001,2.3286
0.40573,3.2962
0.43402,4.7523

x,Fractogel EMD SE Hicap (M)
0.41247,0.25994
0.47682,0.6853
0.50773,1.1435
0.54375,1.9083
0.58747,3.3036

x,Fractogel EMD COO- (M)
0.56948,2.7014
0.61313,3.8248
0.63888,5.825
0.66214,10.649

x,MacroPrep 25S
0.06003,2.2363
0.07295,3.1078
0.09868,4.4804

x,MacroPrep High S
0.08823,2.5423
0.10364,2.9431
0.11138,3.4695
0.13191,4.0167
0.14223,5.0022

x,MacroPrep CM
0.11452,16.704
0.14286,26.874
0.17655,83.48

x,Matrex Cellufine C-500
0.4974,0.8853
0.53339,1.3732
0.56937,1.98
0.61558,2.9079
0.65925,4.3492

x,CM Hyper Z
0.43624,1.8713
0.49799,4.4207
0.51081,4.6706
0.53392,5.609
0.57271,16.494
