x,Fractogel EMD SO3-
0.2449,0.5123
0.28316,0.7812
0.32908,1.2358
0.37755,2.0279
0.43367,3.5812

x,Fractogel EMD SE Hicap (M)
0.40561,0.28558
0.46429,0.7687
0.4949,1.1507
0.52806,1.5434
0.61224,3.5238

x,Fractogel EMD COO- (M)
0.4949,0.48638
0.56888,1.051
0.66071,2.3134
0.70918,4.1605
0.77296,8.826

x,MacroPrep 25S
0.16071,1.4543
0.18878,2.0606
0.20918,2.3007
0.22704,2.8671
0.2449,3.639

x,MacroPrep High S
0.17602,1.0459
0.19133,1.3034
0.20918,1.5095
0.22959,1.847
0.2449,2.3876
0.26531,3.0305

x,MacroPrep CM
0.11224,0.7245
0.17347,0.937
0.20918,1.1467
0.2449,1.4294

x,Matrex Cellufine C-500
0.49745,0.6172
0.53061,0.9943
0.56888,1.409
0.61224,1.9605
0.66071,2.7281

x,CM Hyper Z
0.28571,0.40392
0.37755,0.7136
0.43367,1.7526
0.4949,3.4549
0.53061,4.8068
0.57143,10.77
