x,Q Sepharose XL
8.2918,0.13081
9.0835,0.20002
9.8948,0.30586
11.0276,0.5281
12.3567,0.8238
14.0886,1.5735
16.2544,3.8327

x,UNO Q-1
12.196,0.029068
17.855,0.12711
19.675,0.21508
24.532,0.28496
27.944,0.35563

x,Poros 50 HQ
12.3038,0.12011
16.424,0.20279
24.687,0.38619
32.577,0.5893

x,Toyopearl QAE 550c
8.9573,0.05929
11.0057,0.21646
14.1402,0.6449
19.774,2.0402

x,Separon HemaBio 1000Q
6.6407,0.6503
7.793,1.6493
8.2474,1.8614
9.0917,3.7798
9.9589,5.55
10.9973,24.345

x,Q-Cellthru Bigbeads Plus
12.3589,0.8933
16.4099,1.7384
19.669,2.3514

x,Q Sepharose HP
8.9861,0.019843
10.97,0.0503
14.0867,0.11752
16.4269,0.21992
19.807,0.34279
24.574,0.6156
