paper,plot_letter,protein,iex_type,resin,x,tis_M,kprime
5,b,aprotinin,cex,CM Hyper Z,0.37755,0.41922772853020623,0.7136
5,b,aprotinin,cex,CM Hyper Z,0.28571,0.5179525791688487,0.40392
5,b,aprotinin,cex,Fractogel EMD COO- (M),0.77296,0.16867083698166987,8.826
5,b,aprotinin,cex,Fractogel EMD COO- (M),0.70918,0.19535296176903333,4.1605
5,b,aprotinin,cex,Fractogel EMD COO- (M),0.66071,0.21841879157731944,2.3134
5,b,aprotinin,cex,Fractogel EMD COO- (M),0.56888,0.26984849483892426,1.051
5,b,aprotinin,cex,Fractogel EMD COO- (M),0.4949,0.31996317673183494,0.48638
5,b,aprotinin,cex,Fractogel EMD SE Hicap (M),0.61224,0.24420806361001293,3.5238
5,b,aprotinin,cex,Fractogel EMD SE Hicap (M),0.52806,0.2964421811224015,1.5434
5,b,aprotinin,cex,Fractogel EMD SE Hicap (M),0.4949,0.31996317673183494,1.1507
5,b,aprotinin,cex,Fractogel EMD SE Hicap (M),0.46429,0.34332861376856216,0.7687
5,b,aprotinin,cex,Fractogel EMD SE Hicap (M),0.40561,0.39299769213139585,0.28558
5,b,aprotinin,cex,Fractogel EMD SO3-,0.43367,0.3684088038787138,3.5812
5,b,aprotinin,cex,Fractogel EMD SO3-,0.37755,0.41922772853020623,2.0279
5,b,aprotinin,cex,Fractogel EMD SO3-,0.32908,0.4687270314822895,1.2358
5,b,aprotinin,cex,Fractogel EMD SO3-,0.28316,0.5210027312436751,0.7812
5,b,aprotinin,cex,Fractogel EMD SO3-,0.2449,0.568983929152867,0.5123
5,b,aprotinin,cex,MacroPrep 25S,0.2449,0.568983929152867,3.639
5,b,aprotinin,cex,MacroPrep 25S,0.22704,0.5928707166542809,2.8671
5,b,aprotinin,cex,MacroPrep 25S,0.20918,0.6177603068499417,2.3007
5,b,aprotinin,cex,MacroPrep 25S,0.18878,0.6474705210016574,2.0606
5,b,aprotinin,cex,MacroPrep 25S,0.16071,0.6907008651659308,1.4543
5,b,aprotinin,cex,MacroPrep CM,0.2449,0.568983929152867,1.4294
5,b,aprotinin,cex,MacroPrep CM,0.20918,0.6177603068499417,1.1467
5,b,aprotinin,cex,MacroPrep CM,0.17347,0.6707026155974513,0.937
5,b,aprotinin,cex,MacroPrep CM,0.11224,0.7722537039869224,0.7245
5,b,aprotinin,cex,MacroPrep High S,0.26531,0.5428626970202342,3.0305
5,b,aprotinin,cex,MacroPrep High S,0.2449,0.568983929152867,2.3876
5,b,aprotinin,cex,MacroPrep High S,0.22959,0.5893998215167636,1.847
5,b,aprotinin,cex,MacroPrep High S,0.20918,0.6177603068499417,1.5095
5,b,aprotinin,cex,MacroPrep High S,0.19133,0.6436799774313618,1.3034
5,b,aprotinin,cex,MacroPrep High S,0.17602,0.6667760623341455,1.0459
5,b,aprotinin,cex,Matrex Cellufine C-500,0.66071,0.21841879157731944,2.7281
5,b,aprotinin,cex,Matrex Cellufine C-500,0.61224,0.24420806361001293,1.9605
5,b,aprotinin,cex,Matrex Cellufine C-500,0.56888,0.26984849483892426,1.409
5,b,aprotinin,cex,Matrex Cellufine C-500,0.53061,0.294706693610353,0.9943
5,b,aprotinin,cex,Matrex Cellufine C-500,0.49745,0.31808998818818374,0.6172
5,c,lysozyme,cex,CM Hyper Z,0.57271,0.26747919038948176,16.494
5,c,lysozyme,cex,CM Hyper Z,0.53392,0.2924691076231757,5.609
5,c,lysozyme,cex,CM Hyper Z,0.51081,0.3084537112847693,4.6706
5,c,lysozyme,cex,CM Hyper Z,0.49799,0.31769472217207245,4.4207
5,c,lysozyme,cex,CM Hyper Z,0.43624,0.3662351297033354,1.8713
5,c,lysozyme,cex,Fractogel EMD COO- (M),0.66214,0.21770078748035393,10.649
5,c,lysozyme,cex,Fractogel EMD COO- (M),0.63888,0.22967831850906612,5.825
5,c,lysozyme,cex,Fractogel EMD COO- (M),0.61313,0.24370812028838246,3.8248
5,c,lysozyme,cex,Fractogel EMD COO- (M),0.56948,0.26947594277508,2.7014
5,c,lysozyme,cex,Fractogel EMD SE Hicap (M),0.58747,0.25854134274264295,3.3036
5,c,lysozyme,cex,Fractogel EMD SE Hicap (M),0.54375,0.2859235978270507,1.9083
5,c,lysozyme,cex,Fractogel EMD SE Hicap (M),0.50773,0.3106490286631387,1.1435
5,c,lysozyme,cex,Fractogel EMD SE Hicap (M),0.47682,0.33356463508921136,0.6853
5,c,lysozyme,cex,Fractogel EMD SE Hicap (M),0.41247,0.3868387755860742,0.25994
5,c,lysozyme,cex,Fractogel EMD SO3-,0.43402,0.36811202106714175,4.7523
5,c,lysozyme,cex,Fractogel EMD SO3-,0.40573,0.39288911785687913,3.2962
5,c,lysozyme,cex,Fractogel EMD SO3-,0.38001,0.41685978480856345,2.3286
5,c,lysozyme,cex,Fractogel EMD SO3-,0.35174,0.4448975355101547,1.7376
5,c,lysozyme,cex,Fractogel EMD SO3-,0.32603,0.47203043343018514,1.2967
5,c,lysozyme,cex,MacroPrep 25S,0.09868,0.796746198482199,4.4804
5,c,lysozyme,cex,MacroPrep 25S,0.07295,0.8453761670858972,3.1078
5,c,lysozyme,cex,MacroPrep 25S,0.06003,0.8709034280006617,2.2363
5,c,lysozyme,cex,MacroPrep CM,0.17655,0.6659628450786914,83.48
5,c,lysozyme,cex,MacroPrep CM,0.14286,0.7196809383381483,26.874
5,c,lysozyme,cex,MacroPrep CM,0.11452,0.768210077483206,16.704
5,c,lysozyme,cex,MacroPrep High S,0.14223,0.7207256856833425,5.0022
5,c,lysozyme,cex,MacroPrep High S,0.13191,0.7380571638302141,4.0167
5,c,lysozyme,cex,MacroPrep High S,0.11138,0.7737844537852868,3.4695
5,c,lysozyme,cex,MacroPrep High S,0.10364,0.7876984665346671,2.9431
5,c,lysozyme,cex,MacroPrep High S,0.08823,0.8161500282610129,2.5423
5,c,lysozyme,cex,Matrex Cellufine C-500,0.65925,0.21915430186051357,4.3492
5,c,lysozyme,cex,Matrex Cellufine C-500,0.61558,0.24233715219057184,2.9079
5,c,lysozyme,cex,Matrex Cellufine C-500,0.56937,0.2695442054614135,1.98
5,c,lysozyme,cex,Matrex Cellufine C-500,0.53339,0.29282624605329083,1.3732
5,c,lysozyme,cex,Matrex Cellufine C-500,0.4974,0.31812661175961715,0.8853
6,a,anti-FVII mAb,aex,DEAE Ceramic HyperD 20,0.89168,0.12832757869302336,11.698
6,a,anti-FVII mAb,aex,DEAE Ceramic HyperD 20,0.83102,0.14756385760433766,1.7644
6,a,anti-FVII mAb,aex,DEAE Ceramic HyperD 20,0.79983,0.15855137036440944,1.008
6,a,anti-FVII mAb,aex,DEAE Ceramic HyperD 20,0.77556,0.16766406832763578,0.658
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.89341,0.12781740615309814,11.391
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.85875,0.13843630530808695,3.924
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.82929,0.1481528464619663,2.1831
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.80329,0.15729321887501443,1.2146
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.77383,0.16833328550366305,0.6407
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.7253,0.18823483601033703,8.023
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.70451,0.19746494109028837,3.421
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.68198,0.2079792462880791,2.2934
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.64211,0.22797645701567876,1.2094
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.59705,0.2529006817014984,0.5887
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.55373,0.2794280499871478,0.27174
6,a,anti-FVII mAb,aex,MacroPrep DEAE Support,0.70451,0.19746494109028837,4.013
6,a,anti-FVII mAb,aex,MacroPrep DEAE Support,0.66118,0.21818254334491438,2.9912
6,a,anti-FVII mAb,aex,MacroPrep DEAE Support,0.64385,0.22706489708342312,2.2911
6,a,anti-FVII mAb,aex,MacroPrep DEAE Support,0.62305,0.23820452104817585,1.9005
6,a,anti-FVII mAb,aex,Poros 50 D,0.89341,0.12781740615309814,12.014
6,a,anti-FVII mAb,aex,Poros 50 D,0.85875,0.13843630530808695,4.855
6,a,anti-FVII mAb,aex,Poros 50 D,0.79983,0.15855137036440944,1.2145
6,a,anti-FVII mAb,aex,Poros 50 D,0.74783,0.17871870134790355,0.29585
6,a,anti-FVII mAb,aex,Toyopearl DEAE 650 M,0.92981,0.11754116746959574,4.038
6,a,anti-FVII mAb,aex,Toyopearl DEAE 650 M,0.83102,0.14756385760433766,0.8373
6,a,anti-FVII mAb,aex,Toyopearl DEAE 650 M,0.80156,0.15792104166849497,0.5182
6,a,anti-FVII mAb,aex,Toyopearl DEAE 650 M,0.77556,0.16766406832763578,0.32933
6,b,aprotinin,aex,DEAE Ceramic HyperD 20,1.09483,0.08038407155897694,2.3831
6,b,aprotinin,aex,DEAE Ceramic HyperD 20,1.04134,0.09092011994714151,1.2023
6,b,aprotinin,aex,DEAE Ceramic HyperD 20,0.99651,0.10080683974644125,0.7686
6,b,aprotinin,aex,DEAE Ceramic HyperD 20,0.95519,0.11086896672090553,0.7292
6,b,aprotinin,aex,DEAE Ceramic HyperD 20,0.92072,0.12002728982802453,0.5754
6,b,aprotinin,aex,DEAE Ceramic HyperD 20,0.88454,0.13045478098128627,0.4786
6,b,aprotinin,aex,DEAE Sepharose FF,1.15159,0.07053586555543664,1.9822
6,b,aprotinin,aex,DEAE Sepharose FF,1.09637,0.08009953594214977,0.9001
6,b,aprotinin,aex,DEAE Sepharose FF,0.97743,0.10533434523530713,0.34903
6,b,aprotinin,aex,Fractogel EMD DEAE (M),1.15141,0.07056510628451093,0.7686
6,b,aprotinin,aex,Fractogel EMD DEAE (M),1.0946,0.08042665380156767,0.6918
6,b,aprotinin,aex,Fractogel EMD DEAE (M),1.04121,0.09094733969153347,0.6065
6,b,aprotinin,aex,Fractogel EMD DEAE (M),0.99815,0.10042688681917336,0.4914
6,b,aprotinin,aex,MacroPrep DEAE Support,1.15326,0.07026515360529802,1.5236
6,b,aprotinin,aex,MacroPrep DEAE Support,1.04125,0.09093896351773159,0.7487
6,b,aprotinin,aex,MacroPrep DEAE Support,0.95857,0.11000945167186686,0.5179
6,b,aprotinin,aex,MacroPrep DEAE Support,0.88617,0.12996607399443558,0.29031
6,b,aprotinin,aex,MacroPrep DEAE Support,0.82249,0.15049081701947634,0.29031
6,b,aprotinin,aex,MacroPrep DEAE Support,0.76909,0.17018058021096824,0.2352
6,b,aprotinin,aex,Poros 50 D,1.09423,0.08049520300711696,0.09869
6,b,aprotinin,aex,Poros 50 D,0.97543,0.10582054648202538,0.07996
6,b,aprotinin,aex,Poros 50 D,0.88415,0.13057198305888162,0.05831
6,b,aprotinin,aex,Toyopearl DEAE 650 M,1.21761,0.06058847199671044,51.79
6,b,aprotinin,aex,Toyopearl DEAE 650 M,1.15016,0.07076850155569171,9.613
6,b,aprotinin,aex,Toyopearl DEAE 650 M,1.09492,0.08036741508008002,3.827
6,b,aprotinin,aex,Toyopearl DEAE 650 M,1.04315,0.0905419825957868,1.8806
6,b,aprotinin,aex,Toyopearl DEAE 650 M,0.99828,0.10039682992912502,1.0267
6,c,lipolase,aex,DEAE Ceramic HyperD 20,0.92743,0.1181870792258287,15.619
6,c,lipolase,aex,DEAE Ceramic HyperD 20,0.89458,0.12747352634019313,7.757
6,c,lipolase,aex,DEAE Ceramic HyperD 20,0.85822,0.138605351964503,4.525
6,c,lipolase,aex,DEAE Ceramic HyperD 20,0.82878,0.1483269272683394,3.0198
6,c,lipolase,aex,DEAE Ceramic HyperD 20,0.80107,0.15809931927376905,2.1268
6,c,lipolase,aex,DEAE Sepharose FF,0.92419,0.11907209641546636,4.541
6,c,lipolase,aex,DEAE Sepharose FF,0.88955,0.128958508038275,3.0296
6,c,lipolase,aex,DEAE Sepharose FF,0.8567,0.13909131081747306,1.4647
6,c,lipolase,aex,DEAE Sepharose FF,0.82898,0.14825863591988686,1.0597
6,c,lipolase,aex,DEAE Sepharose FF,0.80127,0.15802652860857105,0.7463
6,c,lipolase,aex,DEAE Sepharose FF,0.77183,0.16911027664642117,0.5116
6,c,lipolase,aex,Fractogel EMD DEAE (M),0.85662,0.1391169347437597,2.2508
6,c,lipolase,aex,Fractogel EMD DEAE (M),0.79951,0.15866823838189073,0.8308
6,c,lipolase,aex,Fractogel EMD DEAE (M),0.74759,0.1788174922465386,0.35086
6,c,lipolase,aex,Fractogel EMD DEAE (M),0.69054,0.2039200833621396,0.09901
6,c,lipolase,aex,MacroPrep DEAE Support,0.74873,0.1783487213242239,8.342
6,c,lipolase,aex,MacroPrep DEAE Support,0.70199,0.1986140649409379,4.03
6,c,lipolase,aex,MacroPrep DEAE Support,0.68296,0.20751046328533457,2.9168
6,c,lipolase,aex,MacroPrep DEAE Support,0.66044,0.2185546243168632,2.2272
6,c,lipolase,aex,MacroPrep DEAE Support,0.64312,0.22744688849613778,1.7475
6,c,lipolase,aex,MacroPrep DEAE Support,0.62404,0.23766213816254825,1.6106
6,c,lipolase,aex,MacroPrep DEAE Support,0.58767,0.2584223074652878,1.046
6,c,lipolase,aex,Poros 50 D,0.92733,0.11821429593982945,26.722
6,c,lipolase,aex,Poros 50 D,0.89281,0.12799411446318762,9.112
6,c,lipolase,aex,Poros 50 D,0.85817,0.1386213104139897,6.079
6,c,lipolase,aex,Poros 50 D,0.82873,0.14834400501997586,4.057
6,c,lipolase,aex,Poros 50 D,0.77326,0.16855436352834993,2.5627
6,c,lipolase,aex,Poros 50 D,0.74728,0.17894517798476928,1.8051
6,c,lipolase,aex,Toyopearl DEAE 650 M,0.96404,0.1086325564727195,6.993
6,c,lipolase,aex,Toyopearl DEAE 650 M,0.92599,0.11857960518159365,3.3798
6,c,lipolase,aex,Toyopearl DEAE 650 M,0.89139,0.12841329800857929,1.724
6,c,lipolase,aex,Toyopearl DEAE 650 M,0.85844,0.13853515660959625,1.426
6,c,lipolase,aex,Toyopearl DEAE 650 M,0.82904,0.14823815464721704,0.7887
6,c,lipolase,aex,Toyopearl DEAE 650 M,0.80136,0.1579937837439745,0.4728
6,d,myoglobin,aex,DEAE Ceramic HyperD 20,1.39217,0.040534983446682715,5.776
6,d,myoglobin,aex,DEAE Ceramic HyperD 20,1.29786,0.05036629443713588,1.742
6,d,myoglobin,aex,DEAE Ceramic HyperD 20,1.21564,0.0608639312000994,0.8936
6,d,myoglobin,aex,DEAE Ceramic HyperD 20,1.15023,0.07075709594012891,0.14349
6,d,myoglobin,aex,DEAE Ceramic HyperD 20,1.04222,0.0907360773152903,0.039233
6,d,myoglobin,aex,DEAE Sepharose FF,1.51327,0.03067114576613868,1.914
6,d,myoglobin,aex,DEAE Sepharose FF,1.39167,0.0405816779453537,0.746
6,d,myoglobin,aex,DEAE Sepharose FF,1.29749,0.050409222612149175,0.39813
6,d,myoglobin,aex,DEAE Sepharose FF,1.21871,0.06043520505557424,0.22095
6,d,myoglobin,aex,Fractogel EMD DEAE (M),1.51261,0.030717792330894323,0.13698
6,d,myoglobin,aex,Fractogel EMD DEAE (M),1.39076,0.04066680001225866,0.019567
6,d,myoglobin,aex,MacroPrep DEAE Support,1.51257,0.030720621674416842,0.11474
6,d,myoglobin,aex,MacroPrep DEAE Support,1.39107,0.040637782351992405,0.06761
6,d,myoglobin,aex,MacroPrep DEAE Support,1.2952,0.05067572841772825,0.038278
6,d,myoglobin,aex,MacroPrep DEAE Support,1.21811,0.06051875707932982,0.019251
6,d,myoglobin,aex,Poros 50 D,1.51481,0.030562579066168015,0.9611
6,d,myoglobin,aex,Poros 50 D,1.39159,0.04058915405524256,0.5553
6,d,myoglobin,aex,Poros 50 D,1.29748,0.050410383340757876,0.3753
6,d,myoglobin,aex,Toyopearl DEAE 650 M,1.51511,0.030541474474586557,3.2561
6,d,myoglobin,aex,Toyopearl DEAE 650 M,1.38996,0.04074178006422707,0.7608
6,d,myoglobin,aex,Toyopearl DEAE 650 M,1.29578,0.05060809618661875,0.39038
6,d,myoglobin,aex,Toyopearl DEAE 650 M,1.21703,0.06066944191752197,0.24865
6,d,myoglobin,aex,Toyopearl DEAE 650 M,1.15199,0.07047092953115162,0.1747
