paper,plot_letter,protein,iex_type,resin,x,tis_M,kprime
2,c,lipolase,aex,Toyopearl SuperQ 650c,6.7938,0.14719302893814948,1.7851
2,c,lipolase,aex,Toyopearl SuperQ 650c,6.2814,0.15920017830419972,1.2437
2,c,lipolase,aex,UNO Q-1,8.466,0.11811953697141508,14.388
2,c,lipolase,aex,UNO Q-1,7.7779,0.12856940819501408,5.833
2,c,lipolase,aex,UNO Q-1,7.2294,0.13832406562093674,3.3925
2,c,lipolase,aex,UNO Q-1,6.7198,0.14881395279621418,2.0132
2,c,lipolase,aex,UNO Q-1,6.3177,0.15828545198410812,1.4311
2,c,lipolase,aex,UNO Q-1,5.6156,0.17807536149298384,0.7379
2,c,lipolase,aex,UNO Q-1,4.9109,0.2036286627705716,0.50371
2,d,myoglobin,aex,Poros 50 HQ,33.739,0.029639289842615373,10.975
2,d,myoglobin,aex,Poros 50 HQ,29.086,0.03438080176029705,4.8335
2,d,myoglobin,aex,Poros 50 HQ,25.231,0.03963378383734295,2.5999
2,d,myoglobin,aex,Poros 50 HQ,22.649,0.044152059693584704,1.7082
2,d,myoglobin,aex,Poros 50 HQ,20.225,0.049443757725587144,1.2404
2,d,myoglobin,aex,Poros 50 HQ,18.474,0.054130128829706615,0.9757
2,d,myoglobin,aex,Q Sepharose HP,33.911,0.029488956385833504,9.167
2,d,myoglobin,aex,Q Sepharose HP,29.076,0.03439262622093823,4.2868
2,d,myoglobin,aex,Q Sepharose HP,25.222,0.039647926413448574,2.3059
2,d,myoglobin,aex,Q Sepharose HP,22.513,0.04441878026029405,1.485
2,d,myoglobin,aex,Q Sepharose HP,20.215,0.04946821667078902,1.0569
2,d,myoglobin,aex,Q Sepharose XL,29.012,0.03446849579484351,13.677
2,d,myoglobin,aex,Q Sepharose XL,25.461,0.03927575507639135,8.462
2,d,myoglobin,aex,Q Sepharose XL,22.477,0.044489923032433154,5.787
2,d,myoglobin,aex,Q Sepharose XL,20.184,0.04954419342053111,4.2019
2,d,myoglobin,aex,Q Sepharose XL,18.434,0.05424758598242378,3.1757
2,d,myoglobin,aex,Q Sepharose XL,16.8397,0.059383480703337946,2.5485
2,d,myoglobin,aex,Q Sepharose XL,14.4555,0.06917782159039812,1.7779
2,d,myoglobin,aex,Q-Cellthru Bigbeads Plus,33.566,0.029792051480664956,0.28801
2,d,myoglobin,aex,Q-Cellthru Bigbeads Plus,28.811,0.03470896532574364,0.19305
2,d,myoglobin,aex,Q-Cellthru Bigbeads Plus,25.307,0.03951475876239776,0.16124
2,d,myoglobin,aex,Q-Cellthru Bigbeads Plus,20.173,0.049571209041788536,0.07848
2,d,myoglobin,aex,Q-Cellthru Bigbeads Plus,12.6219,0.07922737464248647,0.029451
2,d,myoglobin,aex,Separon HemaBio 1000Q,31.165,0.03208727739451308,1.2654
2,d,myoglobin,aex,Separon HemaBio 1000Q,28.777,0.034749973937519545,0.8653
2,d,myoglobin,aex,Separon HemaBio 1000Q,25.552,0.03913587977457733,0.6283
2,d,myoglobin,aex,Toyopearl QAE 550c,20.207,0.04948780125699015,0.9188
2,d,myoglobin,aex,Toyopearl QAE 550c,16.7662,0.05964380718350013,0.58
2,d,myoglobin,aex,Toyopearl QAE 550c,14.4709,0.06910420222653739,0.38108
2,d,myoglobin,aex,Toyopearl QAE 550c,12.6339,0.07915212246416388,0.27123
2,d,myoglobin,aex,Toyopearl QAE 550c,11.2181,0.0891416550039668,0.19695
2,d,myoglobin,aex,Toyopearl SuperQ 650c,33.961,0.029445540472895382,15.115
2,d,myoglobin,aex,Toyopearl SuperQ 650c,28.94,0.03455425017277125,5.904
2,d,myoglobin,aex,Toyopearl SuperQ 650c,25.392,0.03938248267170762,3.3721
2,d,myoglobin,aex,Toyopearl SuperQ 650c,22.414,0.0446149727848666,2.2155
2,d,myoglobin,aex,Toyopearl SuperQ 650c,20.24,0.049407114624505935,1.6087
2,d,myoglobin,aex,UNO Q-1,33.925,0.02947678703021371,1.5769
2,d,myoglobin,aex,UNO Q-1,25.425,0.03933136676499508,0.783
2,d,myoglobin,aex,UNO Q-1,20.167,0.04958595725690484,0.47487
2,d,myoglobin,aex,UNO Q-1,16.7434,0.059725025980386294,0.36614
2,d,myoglobin,aex,UNO Q-1,14.4606,0.06915342378601165,0.29976
2,d,myoglobin,aex,UNO Q-1,12.6286,0.07918534120963527,0.23579
3,a,anti-FVII mAb,cex,SP Sepharose BB,0.92675,0.11837227652368636,0.3957
3,a,anti-FVII mAb,cex,SP Sepharose BB,0.84356,0.1433639637737845,0.17368
3,a,anti-FVII mAb,cex,Source 30S,1.16411,0.06853146249919753,2.4779
3,a,anti-FVII mAb,cex,Source 30S,1.02708,0.09395502230761585,0.4654
3,a,anti-FVII mAb,cex,Source 30S,0.9292,0.1177063790780569,0.2591
3,a,anti-FVII mAb,cex,Source 30S,0.84356,0.1433639637737845,0.07252
3,a,anti-FVII mAb,cex,TSKGel SP-5PW-HR20,0.9292,0.1177063790780569,0.3957
3,a,anti-FVII mAb,cex,TSKGel SP-5PW-HR20,0.846,0.14256075936021884,0.15216
3,a,anti-FVII mAb,cex,TSKGel SP-5PW-HR20,0.77504,0.16786494016787726,0.07832
3,a,anti-FVII mAb,cex,Toyopearl SP 550c,0.83132,0.14746195930118133,2.7225
3,a,anti-FVII mAb,cex,Toyopearl SP 550c,0.80196,0.15777565797587073,1.331
3,a,anti-FVII mAb,cex,Toyopearl SP 550c,0.77504,0.16786494016787726,0.8042
3,a,anti-FVII mAb,cex,Toyopearl SP 550c,0.71142,0.19434796610409136,0.28583
3,a,anti-FVII mAb,cex,Toyopearl SP 550c,0.66003,0.21876105039500426,0.10716
3,b,aprotinin,cex,SP Sepharose BB,0.53213,0.29367704390795407,8.417
3,b,aprotinin,cex,SP Sepharose BB,0.49777,0.3178556971499816,5.662
3,b,aprotinin,cex,SP Sepharose BB,0.46093,0.3459951411598073,3.4272
3,b,aprotinin,cex,SP Sepharose BB,0.43147,0.370279782537947,2.3673
3,b,aprotinin,cex,SP Sepharose BB,0.40447,0.39403064537737437,1.77
3,b,aprotinin,cex,SP Sepharose XL,0.53445,0.29211240476828637,5.235
3,b,aprotinin,cex,SP Sepharose XL,0.51234,0.3073689545775859,3.713
3,b,aprotinin,cex,SP Sepharose XL,0.49762,0.31796549957959497,3.2531
3,b,aprotinin,cex,SP Sepharose XL,0.46578,0.34215272248772804,2.8494
3,b,aprotinin,cex,SP Sepharose XL,0.43629,0.36619296775290966,1.8184
3,b,aprotinin,cex,SP Sepharose XL,0.37988,0.4169845846526065,1.1002
3,b,aprotinin,cex,Source 30S,0.56894,0.2698112164667873,12.513
3,b,aprotinin,cex,Source 30S,0.53209,0.2937040938089672,7.185
3,b,aprotinin,cex,Source 30S,0.49526,0.31969805935019735,4.465
3,b,aprotinin,cex,Source 30S,0.46335,0.3440725293018625,3.084
3,b,aprotinin,cex,Source 30S,0.43388,0.3682307054910995,2.0748
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.52963,0.29537245998459893,6.815
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.49527,0.3196906981150898,4.707
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.4658,0.34213696613536776,3.0842
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.43389,0.36822222676338234,2.1303
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.40934,0.3896368287770522,1.5928
3,b,aprotinin,cex,Toyopearl SP 550c,0.37804,0.4187549945813812,10.93
3,b,aprotinin,cex,Toyopearl SP 550c,0.35345,0.4431492309931593,6.976
3,b,aprotinin,cex,Toyopearl SP 550c,0.32888,0.46894293796785413,4.819
3,b,aprotinin,cex,Toyopearl SP 550c,0.30925,0.4906253681833185,3.7987
3,b,aprotinin,cex,Toyopearl SP 550c,0.28714,0.5162499231327473,2.7665
3,b,aprotinin,cex,Toyopearl SP 650c,0.70339,0.19797483970457347,7.597
3,b,aprotinin,cex,Toyopearl SP 650c,0.68134,0.20828596177267245,6.655
3,b,aprotinin,cex,Toyopearl SP 650c,0.65921,0.21917448764723033,4.598
3,b,aprotinin,cex,Toyopearl SP 650c,0.61016,0.2453804734066563,3.0115
3,b,aprotinin,cex,Toyopearl SP 650c,0.57335,0.26708530878171177,1.973
3,c,lysozyme,cex,Poros 50 HS,0.43491,0.3673584212726717,42.87
3,c,lysozyme,cex,Poros 50 HS,0.40555,0.39305199051975825,11.415
3,c,lysozyme,cex,Poros 50 HS,0.37618,0.42055228792068367,6.548
3,c,lysozyme,cex,Poros 50 HS,0.35416,0.44242534681272105,4.066
3,c,lysozyme,cex,Poros 50 HS,0.32969,0.46806913046276144,2.8825
3,c,lysozyme,cex,Poros 50 HS,0.30767,0.4924135555205264,2.1544
3,c,lysozyme,cex,SP Sepharose BB,0.53034,0.2948899691301281,5.89
3,c,lysozyme,cex,SP Sepharose BB,0.46672,0.3414129577481946,1.938
3,c,lysozyme,cex,SP Sepharose BB,0.43736,0.3652918644610606,1.2358
3,c,lysozyme,cex,SP Sepharose BB,0.4031,0.39527559401972756,0.788
3,c,lysozyme,cex,SP Sepharose XL,0.53279,0.29323108004771525,8.309
3,c,lysozyme,cex,SP Sepharose XL,0.49608,0.3190950006246194,5.736
3,c,lysozyme,cex,SP Sepharose XL,0.46427,0.3433444249995876,3.857
3,c,lysozyme,cex,SP Sepharose XL,0.43246,0.36943666916604817,2.2122
3,c,lysozyme,cex,SP Sepharose XL,0.4031,0.39527559401972756,1.7433
3,c,lysozyme,cex,Source 30S,0.61354,0.24347815379575766,11.415
3,c,lysozyme,cex,Source 30S,0.57194,0.267953849117141,6.723
3,c,lysozyme,cex,Source 30S,0.53279,0.29323108004771525,3.4692
3,c,lysozyme,cex,Source 30S,0.49853,0.31729994732270417,2.2715
3,c,lysozyme,cex,Source 30S,0.46672,0.3414129577481946,1.5272
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.61354,0.24347815379575766,16.103
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.57194,0.267953849117141,8.995
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.53279,0.29323108004771525,5.025
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.49608,0.3190950006246194,3.0392
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.46672,0.3414129577481946,1.99
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.43491,0.3673584212726717,1.303
3,c,lysozyme,cex,Toyopearl SP 550c,0.32969,0.46806913046276144,10.544
3,c,lysozyme,cex,Toyopearl SP 550c,0.30767,0.4924135555205264,7.089
3,c,lysozyme,cex,Toyopearl SP 550c,0.28809,0.5151218834426511,4.52
3,c,lysozyme,cex,Toyopearl SP 550c,0.26607,0.5419135372197037,3.1207
3,c,lysozyme,cex,Toyopearl SP 550c,0.24649,0.5669046248342903,2.5929
3,c,lysozyme,cex,Toyopearl SP 650c,0.61354,0.24347815379575766,7.675
3,c,lysozyme,cex,Toyopearl SP 650c,0.57439,0.26644648785896685,4.175
3,c,lysozyme,cex,Toyopearl SP 650c,0.53279,0.29323108004771525,2.2715
3,c,lysozyme,cex,Toyopearl SP 650c,0.50098,0.3155149920052463,1.3379
3,c,lysozyme,cex,Toyopearl SP 650c,0.46672,0.3414129577481946,0.9237
3,d,myoglobin,cex,Poros 50 HS,1.02668,0.09404159794456082,2.8148
3,d,myoglobin,cex,Poros 50 HS,0.92426,0.11905290580769431,1.4094
3,d,myoglobin,cex,Poros 50 HS,0.84134,0.14409867916197247,0.8277
3,d,myoglobin,cex,Poros 50 HS,0.77067,0.1695625737504226,0.4149
3,d,myoglobin,cex,SP Sepharose BB,1.02959,0.0934135764759714,0.4779
3,d,myoglobin,cex,SP Sepharose BB,0.92479,0.1189077058180968,0.18857
3,d,myoglobin,cex,Source 30S,1.23197,0.05861786549025024,2.0638
3,d,myoglobin,cex,Source 30S,1.1052,0.07848741034887301,0.7717
3,d,myoglobin,cex,Source 30S,1.00765,0.09825394572822461,0.4075
3,d,myoglobin,cex,Source 30S,0.92714,0.11826602496486603,0.26603
3,d,myoglobin,cex,TSKGel SP-5PW-HR20,1.16145,0.06895249730975739,0.6093
3,d,myoglobin,cex,TSKGel SP-5PW-HR20,1.0274,0.0938858191873097,0.18431
3,d,myoglobin,cex,Toyopearl SP 550c,0.92688,0.11833684873524307,0.7083
3,d,myoglobin,cex,Toyopearl SP 550c,0.84396,0.14323198147286706,0.416
3,d,myoglobin,cex,Toyopearl SP 550c,0.77326,0.16855436352834993,0.23801
3,d,myoglobin,cex,Toyopearl SP 550c,0.71481,0.19283683728055317,0.11936
3,d,myoglobin,cex,Toyopearl SP 650c,1.54226,0.028690624400687637,1.8769
3,d,myoglobin,cex,Toyopearl SP 650c,1.41543,0.03842111817140287,0.8673
3,d,myoglobin,cex,Toyopearl SP 650c,1.31059,0.048911389425855004,0.3906
3,d,myoglobin,cex,Toyopearl SP 650c,1.23254,0.05854098156008867,0.2419
3,d,myoglobin,cex,Toyopearl SP 650c,1.10335,0.07882246275836284,0.08136
4,a,anti-FVII mAb,cex,CM Ceramic HyperD F,0.92928,0.11768469875864418,25.188
4,a,anti-FVII mAb,cex,CM Ceramic HyperD F,0.84272,0.14364152260015858,16.202
4,a,anti-FVII mAb,cex,CM Ceramic HyperD F,0.77377,0.16835654321304305,5.377
4,a,anti-FVII mAb,cex,CM Ceramic HyperD F,0.71451,0.19297009026727627,0.31406
4,a,anti-FVII mAb,cex,CM Sepharose FF,1.10719,0.0781285924117714,20.767
4,a,anti-FVII mAb,cex,CM Sepharose FF,1.0535,0.08840971692004954,6.892
4,a,anti-FVII mAb,cex,CM Sepharose FF,1.00752,0.09828336107974171,3.1842
4,a,anti-FVII mAb,cex,Heparin Ceramic HyperD M,0.66153,0.21800677982360842,1.3922
4,a,anti-FVII mAb,cex,Heparin Ceramic HyperD M,0.6437,0.22714333606565065,1.2129
4,a,anti-FVII mAb,cex,Heparin Ceramic HyperD M,0.62839,0.2352935379653722,1.0
4,a,anti-FVII mAb,cex,Heparin Ceramic HyperD M,0.61307,0.24374179213538671,0.802
4,a,anti-FVII mAb,cex,Heparin Sepharose FF,0.71215,0.1940215635112875,0.6087
4,a,anti-FVII mAb,cex,Heparin Sepharose FF,0.69173,0.2033620916017524,0.4495
4,a,anti-FVII mAb,cex,Heparin Sepharose FF,0.66119,0.2181775195640344,0.4025
4,a,anti-FVII mAb,cex,Heparin Sepharose FF,0.61788,0.24105714021678687,0.28912
4,a,anti-FVII mAb,cex,Heparin Sepharose FF,0.57457,0.2663360779131095,0.20767
4,a,anti-FVII mAb,cex,Heparin Toyopearl 650m,0.77389,0.16831003100723244,8.359
4,a,anti-FVII mAb,cex,Heparin Toyopearl 650m,0.71251,0.193860799733953,2.2249
4,a,anti-FVII mAb,cex,Heparin Toyopearl 650m,0.65886,0.21935119260916078,0.8712
4,a,anti-FVII mAb,cex,Heparin Toyopearl 650m,0.61546,0.24240412167201505,0.462
4,a,anti-FVII mAb,cex,Heparin Toyopearl 650m,0.57206,0.2678798209603493,0.23837
4,a,anti-FVII mAb,cex,S Ceramic HyperD 20,1.03237,0.09281752848829682,0.3916
4,a,anti-FVII mAb,cex,S Ceramic HyperD 20,0.92799,0.11803478138516352,0.23837
4,a,anti-FVII mAb,cex,SP Toyopearl 650m,1.16745,0.06800643357965494,1.3175
4,a,anti-FVII mAb,cex,SP Toyopearl 650m,1.02979,0.09337056783810098,0.34114
4,a,anti-FVII mAb,cex,SP Toyopearl 650m,0.92513,0.11881465191012953,0.07486
4,b,aprotinin,cex,CM Ceramic HyperD F,0.46441,0.34323376167169967,19.306
4,b,aprotinin,cex,CM Ceramic HyperD F,0.44915,0.355508509072744,15.49
4,b,aprotinin,cex,CM Ceramic HyperD F,0.4339,0.36821374823089287,10.832
4,b,aprotinin,cex,CM Ceramic HyperD F,0.40847,0.3904181507066163,8.453
4,b,aprotinin,cex,CM Ceramic HyperD F,0.35,0.44668359215096315,4.365
4,b,aprotinin,cex,CM Sepharose FF,0.61695,0.2415738940659219,3.5205
4,b,aprotinin,cex,CM Sepharose FF,0.57373,0.2668517160641534,1.9748
4,b,aprotinin,cex,CM Sepharose FF,0.49746,0.3180826639798568,0.5882
4,b,aprotinin,cex,CM Sepharose FF,0.46186,0.3452550184670483,0.27981
4,b,aprotinin,cex,CM Toyopearl 650m,0.61441,0.24299089463378964,8.485
4,b,aprotinin,cex,CM Toyopearl 650m,0.57119,0.26841698881293896,5.613
4,b,aprotinin,cex,CM Toyopearl 650m,0.53305,0.29305558331189135,3.2368
4,b,aprotinin,cex,CM Toyopearl 650m,0.49746,0.3180826639798568,1.8665
4,b,aprotinin,cex,CM Toyopearl 650m,0.43136,0.3703735804940492,1.1365
4,b,aprotinin,cex,CM Toyopearl 650m,0.37797,0.4188224953517242,0.6922
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.66017,0.2186905415296018,2.8276
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.61441,0.24299089463378964,1.8705
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.57119,0.26841698881293896,1.3438
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.49492,0.3199484422222912,0.8181
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.4339,0.36821374823089287,0.4847
4,b,aprotinin,cex,Heparin Sepharose FF,0.71102,0.19452704965429624,1.1742
4,b,aprotinin,cex,Heparin Sepharose FF,0.66017,0.2186905415296018,0.7556
4,b,aprotinin,cex,Heparin Sepharose FF,0.60932,0.24585554060221282,0.5428
4,b,aprotinin,cex,Heparin Sepharose FF,0.57119,0.26841698881293896,0.5134
4,b,aprotinin,cex,Heparin Sepharose FF,0.49746,0.3180826639798568,0.31254
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.77203,0.16903241641536232,6.118
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.71356,0.19339266583204973,3.937
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.66271,0.21741524838743784,2.4646
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.61441,0.24299089463378964,1.6757
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.57373,0.2668517160641534,1.2719
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.52797,0.2965036199894983,1.0484
4,b,aprotinin,cex,S Ceramic HyperD 20,0.56864,0.26999765984012103,13.907
4,b,aprotinin,cex,S Ceramic HyperD 20,0.53305,0.29305558331189135,9.201
4,b,aprotinin,cex,S Ceramic HyperD 20,0.49746,0.3180826639798568,6.432
4,b,aprotinin,cex,S Ceramic HyperD 20,0.46186,0.3452550184670483,4.496
4,b,aprotinin,cex,S Ceramic HyperD 20,0.4339,0.36821374823089287,3.5087
4,b,aprotinin,cex,S Ceramic HyperD 20,0.40339,0.39501173697454,2.8144
4,b,aprotinin,cex,SP Sepharose FF,0.49746,0.3180826639798568,5.022
4,b,aprotinin,cex,SP Sepharose FF,0.46441,0.34323376167169967,3.4155
4,b,aprotinin,cex,SP Sepharose FF,0.4339,0.36821374823089287,2.5227
4,b,aprotinin,cex,SP Sepharose FF,0.40339,0.39501173697454,1.8633
4,b,aprotinin,cex,SP Sepharose FF,0.37797,0.4188224953517242,1.4947
4,b,aprotinin,cex,SP Sepharose FF,0.35,0.44668359215096315,1.1348
4,b,aprotinin,cex,SP Toyopearl 650m,0.65763,0.2199733151617981,7.005
4,b,aprotinin,cex,SP Toyopearl 650m,0.61186,0.24442183486121455,3.823
4,b,aprotinin,cex,SP Toyopearl 650m,0.53305,0.29305558331189135,1.6278
4,b,aprotinin,cex,SP Toyopearl 650m,0.49237,0.3218325749482017,1.1069
4,c,lysozyme,cex,CM Ceramic HyperD F,0.49848,0.3173364799320855,114.78
4,c,lysozyme,cex,CM Ceramic HyperD F,0.45195,0.3532238338478162,59.56
4,c,lysozyme,cex,CM Ceramic HyperD F,0.43379,0.3683070228265407,35.5
4,c,lysozyme,cex,CM Ceramic HyperD F,0.40522,0.3933507657839022,13.514
4,c,lysozyme,cex,CM Ceramic HyperD F,0.35347,0.44312882368679335,5.322
4,c,lysozyme,cex,CM Sepharose FF,0.58811,0.25816062273370993,8.67
4,c,lysozyme,cex,CM Sepharose FF,0.55449,0.2789394883791313,5.166
4,c,lysozyme,cex,CM Sepharose FF,0.47175,0.33748152273505394,1.597
4,c,lysozyme,cex,CM Sepharose FF,0.44335,0.3602881680320598,1.2538
4,c,lysozyme,cex,Heparin Ceramic HyperD M,0.57026,0.2689923939306533,20.515
4,c,lysozyme,cex,Heparin Ceramic HyperD M,0.53139,0.29417787059308254,7.808
4,c,lysozyme,cex,Heparin Ceramic HyperD M,0.49514,0.31978640739365477,3.783
4,c,lysozyme,cex,Heparin Ceramic HyperD M,0.43315,0.3688501802280677,2.031
4,c,lysozyme,cex,Heparin Ceramic HyperD M,0.37894,0.4178880960327531,1.3884
4,c,lysozyme,cex,Heparin Sepharose FF,0.71692,0.19190222050678168,6.6
4,c,lysozyme,cex,Heparin Sepharose FF,0.68339,0.20730510645045952,5.947
4,c,lysozyme,cex,Heparin Sepharose FF,0.66014,0.21870564865880474,4.669
4,c,lysozyme,cex,Heparin Sepharose FF,0.63691,0.2307225271607657,4.066
4,c,lysozyme,cex,Heparin Sepharose FF,0.61111,0.2448443010979078,3.54
4,c,lysozyme,cex,Heparin Toyopearl 650m,0.66032,0.21861502153505785,10.318
4,c,lysozyme,cex,Heparin Toyopearl 650m,0.6138,0.24333243383582492,5.937
4,c,lysozyme,cex,Heparin Toyopearl 650m,0.56989,0.2692216613940025,3.922
4,c,lysozyme,cex,Heparin Toyopearl 650m,0.5311,0.29437437337117406,2.1809
4,c,lysozyme,cex,Heparin Toyopearl 650m,0.49753,0.318031399243388,1.598
4,c,lysozyme,cex,S Ceramic HyperD 20,0.46451,0.34315473827564974,14.007
4,c,lysozyme,cex,S Ceramic HyperD 20,0.43606,0.36638695292292484,8.942
4,c,lysozyme,cex,S Ceramic HyperD 20,0.40504,0.3935138298234925,6.116
4,c,lysozyme,cex,S Ceramic HyperD 20,0.37919,0.41764760953185676,4.33
4,c,lysozyme,cex,S Ceramic HyperD 20,0.35335,0.443251281623047,3.173
4,c,lysozyme,cex,SP Sepharose FF,0.57269,0.26749150854504516,10.658
4,c,lysozyme,cex,SP Sepharose FF,0.46672,0.3414129577481946,2.678
4,c,lysozyme,cex,SP Sepharose FF,0.40211,0.39617767593719283,1.2526
4,c,lysozyme,cex,SP Toyopearl 650m,0.61652,0.2418131976273403,11.43
4,c,lysozyme,cex,SP Toyopearl 650m,0.57516,0.26597449930073896,6.355
4,c,lysozyme,cex,SP Toyopearl 650m,0.53635,0.2908372302196583,3.299
4,c,lysozyme,cex,SP Toyopearl 650m,0.49757,0.31800210881792257,1.9651
4,c,lysozyme,cex,SP Toyopearl 650m,0.46137,0.3456447780408888,1.1311
4,d,myoglobin,cex,Heparin Sepharose FF,0.84228,0.14378712494991674,0.12956
4,d,myoglobin,cex,Heparin Sepharose FF,0.77122,0.16934797192726217,0.09098
4,d,myoglobin,cex,Heparin Sepharose FF,0.71025,0.1948722501977469,0.08023
4,d,myoglobin,cex,Heparin Sepharose FF,0.65698,0.2203027913902126,0.05874
4,d,myoglobin,cex,Heparin Toyopearl 650m,1.15935,0.06928671959666474,0.9323
4,d,myoglobin,cex,Heparin Toyopearl 650m,1.02998,0.09332972797354301,0.42336
4,d,myoglobin,cex,Heparin Toyopearl 650m,0.92849,0.11789896701716368,0.24153
4,d,myoglobin,cex,Heparin Toyopearl 650m,0.84479,0.1429585057070478,0.14075
4,d,myoglobin,cex,Heparin Toyopearl 650m,0.77381,0.1683410377164401,0.08037
4,d,myoglobin,cex,S Ceramic HyperD 20,1.16174,0.06890646967113334,1.4101
4,d,myoglobin,cex,S Ceramic HyperD 20,1.02775,0.09381018663702376,0.18131
4,d,myoglobin,cex,SP Sepharose FF,1.02703,0.09396583990200354,1.2668
4,d,myoglobin,cex,SP Sepharose FF,0.92559,0.11868887134528704,0.6384
4,d,myoglobin,cex,SP Sepharose FF,0.84192,0.14390636391607564,0.34248
4,d,myoglobin,cex,SP Sepharose FF,0.77341,0.1684961569661228,0.23558
4,d,myoglobin,cex,SP Sepharose FF,0.71256,0.1938384819693123,0.15233
4,d,myoglobin,cex,SP Toyopearl 650m,1.54026,0.028823054305877418,3.1267
4,d,myoglobin,cex,SP Toyopearl 650m,1.36029,0.04362244462314798,0.7165
4,d,myoglobin,cex,SP Toyopearl 650m,1.16232,0.06881450654742012,0.29283
4,d,myoglobin,cex,SP Toyopearl 650m,0.92605,0.11856322393532263,0.18458
5,a,anti-FVII mAb,cex,CM Hyper Z,0.48462,0.3276272375460992,4.9557
5,a,anti-FVII mAb,cex,CM Hyper Z,0.4641,0.3434788498657804,3.3001
5,a,anti-FVII mAb,cex,CM Hyper Z,0.44872,0.3558606764816629,2.743
5,a,anti-FVII mAb,cex,CM Hyper Z,0.43333,0.3686973362977322,1.8608
5,a,anti-FVII mAb,cex,Fractogel EMD COO- (M),0.65897,0.21929564141809615,8.177
5,a,anti-FVII mAb,cex,Fractogel EMD COO- (M),0.61026,0.24532397896905062,4.4427
5,a,anti-FVII mAb,cex,Fractogel EMD COO- (M),0.59487,0.25417334241624373,3.9759
5,a,anti-FVII mAb,cex,Fractogel EMD COO- (M),0.57179,0.26804641308223937,2.5048
5,a,anti-FVII mAb,cex,Fractogel EMD SE Hicap (M),0.77436,0.16812798189399286,2.7036
5,a,anti-FVII mAb,cex,Fractogel EMD SE Hicap (M),0.74359,0.1804720701308142,1.6113
5,a,anti-FVII mAb,cex,Fractogel EMD SE Hicap (M),0.71538,0.19258391005766537,0.48489
5,a,anti-FVII mAb,cex,Fractogel EMD SO3-,0.71282,0.19372247100329484,3.0745
5,a,anti-FVII mAb,cex,Fractogel EMD SO3-,0.66154,0.21800176008978647,0.7011
5,a,anti-FVII mAb,cex,Fractogel EMD SO3-,0.61282,0.24388214158160657,0.14578
5,a,anti-FVII mAb,cex,MacroPrep 25S,0.74872,0.17835282800257435,3.7687
5,a,anti-FVII mAb,cex,MacroPrep 25S,0.71282,0.19372247100329484,0.8756
5,a,anti-FVII mAb,cex,MacroPrep 25S,0.65897,0.21929564141809615,0.46698
5,a,anti-FVII mAb,cex,MacroPrep 25S,0.61538,0.24244877827427722,0.29412
5,a,anti-FVII mAb,cex,MacroPrep CM,1.10256,0.07896597463378593,1.2967
5,a,anti-FVII mAb,cex,MacroPrep CM,1.05385,0.08833849580893176,0.9644
5,a,anti-FVII mAb,cex,MacroPrep CM,1.00513,0.0988257229350205,0.6187
5,a,anti-FVII mAb,cex,MacroPrep CM,0.92564,0.11867520757055904,0.26921
5,a,anti-FVII mAb,cex,MacroPrep High S,0.68974,0.20429606422228322,0.9425
5,a,anti-FVII mAb,cex,MacroPrep High S,0.61026,0.24532397896905062,0.34729
5,a,anti-FVII mAb,cex,MacroPrep High S,0.57179,0.26804641308223937,0.21082
5,a,anti-FVII mAb,cex,MacroPrep High S,0.53077,0.2945981396496374,0.14564
5,a,anti-FVII mAb,cex,Matrex Cellufine C-500,0.67949,0.2091751070896684,10.022
5,a,anti-FVII mAb,cex,Matrex Cellufine C-500,0.66154,0.21800176008978647,7.32
5,a,anti-FVII mAb,cex,Matrex Cellufine C-500,0.61282,0.24388214158160657,3.3061
5,a,anti-FVII mAb,cex,Matrex Cellufine C-500,0.56923,0.26963111025377423,2.0823
5,b,aprotinin,cex,CM Hyper Z,0.57143,0.2682686970815172,10.77
5,b,aprotinin,cex,CM Hyper Z,0.53061,0.294706693610353,4.8068
5,b,aprotinin,cex,CM Hyper Z,0.4949,0.31996317673183494,3.4549
5,b,aprotinin,cex,CM Hyper Z,0.43367,0.3684088038787138,1.7526
