data_set,iex_type,resin,protein,pH,tis_mM,kprime
DePhillips,cex,SP Toyopearl 650m,lysozyme,7,710,0.017256889495675
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,210,86.0616691182628
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,260,21.945211194509
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,310,9.7534837497104
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,360,4.14400017167097
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,410,1.98545370359829
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,508.96,0.725938391342273
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,610,0.317840887506341
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,710,0.152278911830106
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,810,0.071870350811618
DePhillips,cex,Fractogel EMD SO3-,lysozyme,7,910,0.047199757215253
DePhillips,cex,CM Sepharose FF,lysozyme,7,160,26.6622052285663
DePhillips,cex,CM Sepharose FF,lysozyme,7,210,4.3983123408637
DePhillips,cex,CM Sepharose FF,lysozyme,7,260,1.56058010856971
DePhillips,cex,CM Sepharose FF,lysozyme,7,310,0.653169755720814
DePhillips,cex,CM Sepharose FF,lysozyme,7,360,0.327360342958716
DePhillips,cex,CM Sepharose FF,lysozyme,7,410,0.2055209349867
DePhillips,cex,CM Sepharose FF,lysozyme,7,508.96,0.08732047048237
DePhillips,cex,CM Sepharose FF,lysozyme,7,610,0.047175451682564
DePhillips,cex,CM Spherodex M,lysozyme,7,160,43.1574823624452
DePhillips,cex,CM Spherodex M,lysozyme,7,210,9.32902166652852
DePhillips,cex,CM Spherodex M,lysozyme,7,260,3.41103441937378
DePhillips,cex,CM Spherodex M,lysozyme,7,310,1.60988962558654
DePhillips,cex,CM Spherodex M,lysozyme,7,360,0.782989794906863
DePhillips,cex,CM Spherodex M,lysozyme,7,410,0.597525029116952
DePhillips,cex,CM Spherodex M,lysozyme,7,460,0.498994894025873
DePhillips,cex,CM Spherodex M,lysozyme,7,508.96,0.313275261893038
DePhillips,cex,CM Spherodex M,lysozyme,7,610,0.095654653250081
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,160,51.6627953311869
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,210,7.55784360780243
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,260,2.64166596581031
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,310,1.04118499568351
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,360,0.498847615871897
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,410,0.303912036642375
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,508.96,0.150047201862859
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,610,0.097072876937169
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,710,0.059139534386961
DePhillips,cex,CM Toyopearl 650m,lysozyme,7,810,0.034963741522023
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,160,36.3342386384789
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,210,6.65834147408171
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,260,2.09500982609719
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,310,0.777599663985714
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,360,0.395618019273759
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,410,0.252130894302224
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,508.96,0.14249383147772
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,610,0.071416089207269
DePhillips,cex,Fractogel EMD COO- (M),lysozyme,7,710,0.035259493082035
DePhillips,cex,SP-550 C,lysozyme,7,310,294.49706637021
DePhillips,cex,SP-550 C,lysozyme,7,360,45.0672411441049
DePhillips,cex,SP-550 C,lysozyme,7,385,22.2505613928975
DePhillips,cex,SP-550 C,lysozyme,7,410,9.45368163807934
DePhillips,cex,SP-550 C,lysozyme,7,460,5.42376635749013
DePhillips,cex,SP-550 C,lysozyme,7,508.96,2.84355067953329
DePhillips,cex,SP-550 C,lysozyme,7,560,1.95353399407201
DePhillips,cex,SP-550 C,lysozyme,7,610,1.36238851210576
DePhillips,cex,SP-550 C,lysozyme,7,710,0.693140017419693
DePhillips,cex,SP-550 C,lysozyme,7,810,0.455209139359001
DePhillips,cex,SP-550 C,lysozyme,7,910,0.303473639366613
DePhillips,cex,SP-550 C,lysozyme,7,1010,0.249655405014097
Staby,aex,Express-Ion Q,anti-FVII mAb,8,125.288162774381,3.5945
Staby,aex,Express-Ion Q,anti-FVII mAb,8,136.126652237242,1.0989
Staby,aex,Express-Ion Q,anti-FVII mAb,8,151.34546114962,0.30333
Staby,aex,Express-Ion Q,anti-FVII mAb,8,165.807232511482,0.038518
Staby,aex,Fractogel EMD TMAE 650s,anti-FVII mAb,8,135.175322393144,11.52
Staby,aex,Fractogel EMD TMAE 650s,anti-FVII mAb,8,145.070504265073,4.8836
Staby,aex,Fractogel EMD TMAE 650s,anti-FVII mAb,8,154.676648466381,2.756
Staby,aex,Fractogel EMD TMAE 650s,anti-FVII mAb,8,165.920026547204,1.3758
Staby,aex,Fractogel EMD TMAE 650s,anti-FVII mAb,8,174.825174825175,0.9143
Staby,aex,Fractogel EMD TMAE 650s,anti-FVII mAb,8,195.163840043717,0.42931
Staby,aex,Macro-Prep 25Q,anti-FVII mAb,8,193.434822136681,8.479
Staby,aex,Macro-Prep 25Q,anti-FVII mAb,8,213.656952397231,3.1154
Staby,aex,Macro-Prep 25Q,anti-FVII mAb,8,234.477583942975,1.493
Staby,aex,Macro-Prep 25Q,anti-FVII mAb,8,254.245906640903,0.8958
Staby,aex,Macro-Prep 25Q,anti-FVII mAb,8,274.025155509276,0.6076
Staby,aex,Poros QE/M,anti-FVII mAb,8,319.407180273413,3.9811
Staby,aex,Poros QE/M,anti-FVII mAb,8,340.379182409204,2.7002
Staby,aex,Poros QE/M,anti-FVII mAb,8,362.634174644619,1.9875
Staby,aex,Poros QE/M,anti-FVII mAb,8,379.621896590995,1.7226
Staby,aex,Poros QE/M,anti-FVII mAb,8,395.085140847853,1.6202
Staby,aex,Poros QE/M,anti-FVII mAb,8,399.744163735209,1.4332
Staby,aex,Poros QE/M,anti-FVII mAb,8,418.532624618089,1.1925
Staby,aex,Q HyperD 20,anti-FVII mAb,8,149.590868973358,15.024
Staby,aex,Q HyperD 20,anti-FVII mAb,8,174.079554356341,3.8217
Staby,aex,Q HyperD 20,anti-FVII mAb,8,183.668221724277,1.6202
Staby,aex,Q HyperD 20,anti-FVII mAb,8,193.644584729188,0.8777
Staby,aex,Q HyperD 20,anti-FVII mAb,8,204.227509445522,0.42931
Staby,aex,Q HyperD 20,anti-FVII mAb,8,215.568345944082,0.15774
Staby,aex,Q HyperD 20,anti-FVII mAb,8,224.164985429276,0.028936
Staby,aex,Q Sepharose FF,anti-FVII mAb,8,194.556314325181,8.139
Staby,aex,Q Sepharose FF,anti-FVII mAb,8,202.724618877716,5.087
Staby,aex,Q Sepharose FF,anti-FVII mAb,8,213.803130077824,2.4883
Staby,aex,Q Sepharose FF,anti-FVII mAb,8,224.084614350379,1.4628
Staby,aex,Q Sepharose FF,anti-FVII mAb,8,233.503012188857,0.8958
Staby,aex,Q Sepharose FF,anti-FVII mAb,8,243.350448981578,0.5266
Staby,aex,Q Zirconia,anti-FVII mAb,8,124.671179763374,18.811
Staby,aex,Q Zirconia,anti-FVII mAb,8,135.455469014561,5.751
Staby,aex,Q Zirconia,anti-FVII mAb,8,149.564020879137,2.3887
Staby,aex,Q Zirconia,anti-FVII mAb,8,155.947851038613,1.1925
Staby,aex,Q Zirconia,anti-FVII mAb,8,175.272548813405,0.38761
Staby,aex,Q Zirconia,anti-FVII mAb,8,201.800056504016,0.07875
Staby,aex,Source 30Q,anti-FVII mAb,8,144.646628287095,13.022
Staby,aex,Source 30Q,anti-FVII mAb,8,155.226475427649,5.635
Staby,aex,Source 30Q,anti-FVII mAb,8,165.53550736633,2.9907
Staby,aex,Source 30Q,anti-FVII mAb,8,174.440916861459,1.9079
Staby,aex,Source 30Q,anti-FVII mAb,8,184.883892915249,1.1925
Staby,aex,Source 30Q,anti-FVII mAb,8,200.561572402728,0.6201
Staby,aex,Source 30Q,anti-FVII mAb,8,223.743679241061,0.36457
Staby,aex,TSK-Gel Q-5PW-HR,anti-FVII mAb,8,95.430774516166,23.075
Staby,aex,TSK-Gel Q-5PW-HR,anti-FVII mAb,8,105.421845514828,8.139
Staby,aex,TSK-Gel Q-5PW-HR,anti-FVII mAb,8,115.791667631597,2.9302
Staby,aex,TSK-Gel Q-5PW-HR,anti-FVII mAb,8,126.371126724966,1.348
Staby,aex,TSK-Gel Q-5PW-HR,anti-FVII mAb,8,136.360537260517,0.6201
Staby,aex,TSK-Gel Q-5PW-HR,anti-FVII mAb,8,146.26939897904,0.30959
Staby,aex,TSK-Gel Q-5PW-HR,anti-FVII mAb,8,156.843062831331,0.17471
Staby,aex,Express-Ion Q,aprotinin,9,55.8846540739913,5.769
Staby,aex,Express-Ion Q,aprotinin,9,80.7858850901571,0.7897
Staby,aex,Express-Ion Q,aprotinin,9,106.081661663148,0.32157
Staby,aex,Express-Ion Q,aprotinin,9,130.852372353511,0.12283
Staby,aex,Express-Ion Q,aprotinin,9,180.854719403903,0.05675
Staby,aex,Fractogel EMD TMAE 650s,aprotinin,9,51.0777403207682,51.18
Staby,aex,Fractogel EMD TMAE 650s,aprotinin,9,55.9065242913848,14.716
Staby,aex,Fractogel EMD TMAE 650s,aprotinin,9,60.8405733615634,3.1945
Staby,aex,Fractogel EMD TMAE 650s,aprotinin,9,71.2890485763577,0.763
Staby,aex,Fractogel EMD TMAE 650s,aprotinin,9,80.7767492205044,0.6151
Staby,aex,Macro-Prep 25Q,aprotinin,9,51.4429754617007,1198.1
Staby,aex,Macro-Prep 25Q,aprotinin,9,70.9818925192183,14.351
Staby,aex,Macro-Prep 25Q,aprotinin,9,91.5692217531843,1.3468
Staby,aex,Macro-Prep 25Q,aprotinin,9,110.417931872136,0.5825
Staby,aex,Macro-Prep 25Q,aprotinin,9,131.662102380451,0.3442
Staby,aex,Macro-Prep 25Q,aprotinin,9,150.879628232596,0.23746
Staby,aex,Poros QE/M,aprotinin,9,71.3363437270386,3.2075
Staby,aex,Poros QE/M,aprotinin,9,90.5223137503394,1.0166
Staby,aex,Poros QE/M,aprotinin,9,111.039552288525,0.4984
Staby,aex,Poros QE/M,aprotinin,9,130.908900496145,0.31335
Staby,aex,Q HyperD 20,aprotinin,9,41.1404122269305,22.606
Staby,aex,Q HyperD 20,aprotinin,9,51.0126001122277,3.385
Staby,aex,Q HyperD 20,aprotinin,9,60.4536441456691,0.7138
Staby,aex,Q HyperD 20,aprotinin,9,70.8446094336682,0.22578
Staby,aex,Q Sepharose FF,aprotinin,9,50.9943906170321,1.5511
Staby,aex,Q Sepharose FF,aprotinin,9,70.8702153745845,0.4928
Staby,aex,Q Sepharose FF,aprotinin,9,80.7187194782342,0.13324
Staby,aex,Q Sepharose FF,aprotinin,9,90.9115703155541,0.05078
Staby,aex,Q Zirconia,aprotinin,9,40.854679903583,1.449
Staby,aex,Q Zirconia,aprotinin,9,50.6868062243398,0.7331
Staby,aex,Q Zirconia,aprotinin,9,60.4393943972682,0.4332
Staby,aex,Q Zirconia,aprotinin,9,70.4503184354393,0.28089
Staby,aex,Q Zirconia,aprotinin,9,81.1912378416121,0.18209
Staby,aex,Q Zirconia,aprotinin,9,90.4371732957115,0.13363
Staby,aex,Q Zirconia,aprotinin,9,101.307884792673,0.09214
Staby,aex,Source 30Q,aprotinin,9,50.6559951370245,0.18563
Staby,aex,Source 30Q,aprotinin,9,60.7511269334046,0.13648
Staby,aex,Source 30Q,aprotinin,9,70.8160129168408,0.0942
Staby,aex,Source 30Q,aprotinin,9,80.242653785046,0.08085
Staby,aex,Source 30Q,aprotinin,9,110.837711422935,0.010066
Staby,aex,TSK-Gel Q-5PW-HR,aprotinin,9,60.8061681777,0.9455
Staby,aex,TSK-Gel Q-5PW-HR,aprotinin,9,70.8787548020356,0.6326
Staby,aex,TSK-Gel Q-5PW-HR,aprotinin,9,81.2261905728883,0.4645
Staby,aex,TSK-Gel Q-5PW-HR,aprotinin,9,91.5273163275579,0.496
Staby,aex,TSK-Gel Q-5PW-HR,aprotinin,9,106.675769665678,0.25848
Staby,aex,TSK-Gel Q-5PW-HR,aprotinin,9,121.564289274383,0.21504
Staby,aex,Express-Ion Q,lipolase,8,124.696053369911,13.217
Staby,aex,Express-Ion Q,lipolase,8,150.825012820126,3.536
Staby,aex,Express-Ion Q,lipolase,8,176.233191759336,1.1825
Staby,aex,Express-Ion Q,lipolase,8,200.004000080002,0.5582
Staby,aex,Express-Ion Q,lipolase,8,225.922327903667,0.16871
Staby,aex,Express-Ion Q,lipolase,8,251.965329570651,0.09559
Staby,aex,Fractogel EMD TMAE 650s,lipolase,8,115.440115440115,4.7031
Staby,aex,Fractogel EMD TMAE 650s,lipolase,8,125.846316478317,2.7753
Staby,aex,Fractogel EMD TMAE 650s,lipolase,8,135.60425254936,1.8496
Staby,aex,Fractogel EMD TMAE 650s,lipolase,8,155.61053794563,0.986
Staby,aex,Fractogel EMD TMAE 650s,lipolase,8,175.450908835708,0.6841
Staby,aex,Fractogel EMD TMAE 650s,lipolase,8,195.52253397204,0.5471
Staby,aex,Fractogel EMD TMAE 650s,lipolase,8,214.224507283633,0.42873
Staby,aex,Macro-Prep 25Q,lipolase,8,173.659349819394,5.299
Staby,aex,Macro-Prep 25Q,lipolase,8,194.779898714453,3.0024
Staby,aex,Macro-Prep 25Q,lipolase,8,213.583938487826,1.6337
Staby,aex,Macro-Prep 25Q,lipolase,8,234.142686553186,1.0039
Staby,aex,Macro-Prep 25Q,lipolase,8,253.74914359664,0.6556
Staby,aex,Macro-Prep 25Q,lipolase,8,273.410799726589,0.44587
Staby,aex,Poros QE/M,lipolase,8,272.064424855806,4.0618
Staby,aex,Poros QE/M,lipolase,8,296.489563567362,2.7622
Staby,aex,Poros QE/M,lipolase,8,323.060024552562,2.0371
Staby,aex,Poros QE/M,lipolase,8,344.091941366733,1.5333
Staby,aex,Poros QE/M,lipolase,8,370.658660439601,1.1776
Staby,aex,Poros QE/M,lipolase,8,396.967170814974,0.9419
Staby,aex,Poros QE/M,lipolase,8,420.344682639765,0.7689
Staby,aex,Q HyperD 20,lipolase,8,143.953243986353,6.114
Staby,aex,Q HyperD 20,lipolase,8,149.062397519602,4.2439
Staby,aex,Q HyperD 20,lipolase,8,153.435419032129,3.327
Staby,aex,Q HyperD 20,lipolase,8,165.379463178263,1.9634
Staby,aex,Q HyperD 20,lipolase,8,184.644927803833,0.6839
Staby,aex,Q Sepharose FF,lipolase,8,145.715243271599,4.2444
Staby,aex,Q Sepharose FF,lipolase,8,157.052439809652,2.556
Staby,aex,Q Sepharose FF,lipolase,8,166.538986776804,1.0907
Staby,aex,Q Sepharose FF,lipolase,8,175.497095523069,0.6058
Staby,aex,Q Sepharose FF,lipolase,8,197.565987039671,0.06645
Staby,aex,Q Zirconia,lipolase,8,135.230161735273,6.369
Staby,aex,Q Zirconia,lipolase,8,145.721613429704,4.1592
Staby,aex,Q Zirconia,lipolase,8,155.313266859255,2.3098
Staby,aex,Q Zirconia,lipolase,8,165.439655885516,1.6695
Staby,aex,Q Zirconia,lipolase,8,185.61140396466,0.8376
Staby,aex,Source 30Q,lipolase,8,115.198083103897,11.949
Staby,aex,Source 30Q,lipolase,8,124.946897568533,5.418
Staby,aex,Source 30Q,lipolase,8,136.202669572324,3.2624
Staby,aex,Source 30Q,lipolase,8,149.360736049707,1.7395
Staby,aex,Source 30Q,lipolase,8,156.355051049924,1.4788
Staby,aex,Source 30Q,lipolase,8,175.355533343855,0.8725
Staby,aex,TSK-Gel Q-5PW-HR,lipolase,8,116.160208159093,3.6875
Staby,aex,TSK-Gel Q-5PW-HR,lipolase,8,136.494547042846,1.2584
Staby,aex,TSK-Gel Q-5PW-HR,lipolase,8,155.787505842031,0.594
Staby,aex,TSK-Gel Q-5PW-HR,lipolase,8,174.727425216662,0.34343
Staby,aex,TSK-Gel Q-5PW-HR,lipolase,8,200.521355524363,0.1758
Staby,aex,Express-Ion Q,myoglobin,9,54.8636637954683,0.7856
Staby,aex,Express-Ion Q,myoglobin,9,80.0275294701377,0.27072
Staby,aex,Express-Ion Q,myoglobin,9,104.716427913211,0.12428
Staby,aex,Express-Ion Q,myoglobin,9,128.754812211106,0.05046
Staby,aex,Fractogel EMD TMAE 650s,myoglobin,9,29.9195165006134,4.3024
Staby,aex,Fractogel EMD TMAE 650s,myoglobin,9,34.9308369428531,2.3269
Staby,aex,Fractogel EMD TMAE 650s,myoglobin,9,39.8581051456814,1.3383
Staby,aex,Fractogel EMD TMAE 650s,myoglobin,9,44.9539222297145,0.8884
Staby,aex,Fractogel EMD TMAE 650s,myoglobin,9,49.825610363727,0.6806
Staby,aex,Fractogel EMD TMAE 650s,myoglobin,9,54.9178977428744,0.5006
Staby,aex,Macro-Prep 25Q,myoglobin,9,30.0507858280494,7.794
Staby,aex,Macro-Prep 25Q,myoglobin,9,34.9052322943209,3.2295
Staby,aex,Macro-Prep 25Q,myoglobin,9,39.8453998485875,1.5446
Staby,aex,Macro-Prep 25Q,myoglobin,9,44.966050631773,0.7856
Staby,aex,Macro-Prep 25Q,myoglobin,9,49.5712090417885,0.5323
Staby,aex,Macro-Prep 25Q,myoglobin,9,54.9601538884309,0.35334
Staby,aex,Macro-Prep 25Q,myoglobin,9,59.96318260588,0.1557
Staby,aex,Poros QE/M,myoglobin,9,30.0201134760289,0.9642
Staby,aex,Poros QE/M,myoglobin,9,34.8043992760685,0.9255
Staby,aex,Poros QE/M,myoglobin,9,40.1364639775236,0.7697
Staby,aex,Q HyperD 20,myoglobin,9,40.230116265036,3.4342
Staby,aex,Q HyperD 20,myoglobin,9,49.800796812749,0.8527
Staby,aex,Q HyperD 20,myoglobin,9,59.5628089820716,0.24436
Staby,aex,Q Sepharose FF,myoglobin,9,30.0327356818933,10.172
Staby,aex,Q Sepharose FF,myoglobin,9,34.8942703608067,3.7275
Staby,aex,Q Sepharose FF,myoglobin,9,40.2868423172992,1.8197
Staby,aex,Q Sepharose FF,myoglobin,9,44.6807559983915,1.0682
Staby,aex,Q Sepharose FF,myoglobin,9,49.8156819766863,0.7388
Staby,aex,Q Zirconia,myoglobin,9,77.3179934434342,3.9638
Staby,aex,Q Zirconia,myoglobin,9,86.8455105213336,1.2845
Staby,aex,Q Zirconia,myoglobin,9,91.9971664872722,0.9067
Staby,aex,Q Zirconia,myoglobin,9,96.3604652283261,0.6144
Staby,aex,Q Zirconia,myoglobin,9,102.053312650529,0.48046
Staby,aex,Q Zirconia,myoglobin,9,106.854730993215,0.38352
Staby,aex,Q Zirconia,myoglobin,9,116.465957000769,0.25985
Staby,aex,Source 30Q,myoglobin,9,29.7636764093101,3.5053
Staby,aex,Source 30Q,myoglobin,9,40.102662816811,1.1129
Staby,aex,Source 30Q,myoglobin,9,50.1202886928629,0.6144
Staby,aex,Source 30Q,myoglobin,9,59.8254293970195,0.43368
Staby,aex,Source 30Q,myoglobin,9,69.4073308022793,0.30613
Staby,aex,TSK-Gel Q-5PW-HR,myoglobin,9,40.0528697881203,1.9351
Staby,aex,TSK-Gel Q-5PW-HR,myoglobin,9,50.0876533934385,0.8354
Staby,aex,TSK-Gel Q-5PW-HR,myoglobin,9,60.1496523350095,0.4904
Staby,aex,TSK-Gel Q-5PW-HR,myoglobin,9,70.194649763795,0.31894
Staby,aex,TSK-Gel Q-5PW-HR,myoglobin,9,79.6064258306931,0.22514
Staby,aex,TSK-Gel Q-5PW-HR,myoglobin,9,89.7609665460878,0.16557
Staby,aex,Poros 50 HQ,anti-FVII mAb,8,178.16737042778,8.226
Staby,aex,Poros 50 HQ,anti-FVII mAb,8,187.617260787992,3.9786
Staby,aex,Poros 50 HQ,anti-FVII mAb,8,202.077355211575,1.8478
Staby,aex,Poros 50 HQ,anti-FVII mAb,8,226.485176545195,0.6339
Staby,aex,Poros 50 HQ,anti-FVII mAb,8,252.327723246953,0.28267
Staby,aex,Poros 50 HQ,anti-FVII mAb,8,277.816363383803,0.18491
Staby,aex,Q Sepharose HP,anti-FVII mAb,8,186.153874792904,17.69
Staby,aex,Q Sepharose HP,anti-FVII mAb,8,196.07074232383,7.43
Staby,aex,Q Sepharose HP,anti-FVII mAb,8,206.394088873295,4.5769
Staby,aex,Q Sepharose HP,anti-FVII mAb,8,217.263779955244,2.8196
Staby,aex,Q Sepharose HP,anti-FVII mAb,8,228.691655041508,1.8085
Staby,aex,Q Sepharose XL,anti-FVII mAb,8,177.942275525819,19.185
Staby,aex,Q Sepharose XL,anti-FVII mAb,8,198.333994446648,6.322
Staby,aex,Q Sepharose XL,anti-FVII mAb,8,217.396030348486,1.8839
Staby,aex,Q Sepharose XL,anti-FVII mAb,8,238.237045860631,0.6465
Staby,aex,Q Sepharose XL,anti-FVII mAb,8,258.051197357556,0.29423
Staby,aex,Q Sepharose XL,anti-FVII mAb,8,277.885844495081,0.15422
Staby,aex,Q Sepharose XL,anti-FVII mAb,8,297.539349578982,0.08763
Staby,aex,Q-Cellthru Bigbeads Plus,anti-FVII mAb,8,78.0244216439746,0.09835
Staby,aex,Q-Cellthru Bigbeads Plus,anti-FVII mAb,8,83.1193011329161,0.038102
Staby,aex,Separon HemaBio 1000Q,anti-FVII mAb,8,115.462774801404,13.961
Staby,aex,Separon HemaBio 1000Q,anti-FVII mAb,8,127.186009538951,6.614
Staby,aex,Separon HemaBio 1000Q,anti-FVII mAb,8,137.003192174378,2.8338
Staby,aex,Separon HemaBio 1000Q,anti-FVII mAb,8,147.60365466649,1.0758
Staby,aex,Separon HemaBio 1000Q,anti-FVII mAb,8,168.239707935867,0.38419
Staby,aex,Toyopearl QAE 550c,anti-FVII mAb,8,230.011960621952,1.6682
Staby,aex,Toyopearl QAE 550c,anti-FVII mAb,8,251.997076833909,0.6864
Staby,aex,Toyopearl QAE 550c,anti-FVII mAb,8,277.592715967133,0.31869
Staby,aex,Toyopearl QAE 550c,anti-FVII mAb,8,302.379728463004,0.14214
Staby,aex,Toyopearl QAE 550c,anti-FVII mAb,8,327.460868426223,0.0745
Staby,aex,Toyopearl SuperQ 650c,anti-FVII mAb,8,97.4972457028089,18.548
Staby,aex,Toyopearl SuperQ 650c,anti-FVII mAb,8,102.20559677848,4.2549
Staby,aex,Toyopearl SuperQ 650c,anti-FVII mAb,8,108.234479175686,2.0578
Staby,aex,Toyopearl SuperQ 650c,anti-FVII mAb,8,113.315731623021,1.1233
Staby,aex,Toyopearl SuperQ 650c,anti-FVII mAb,8,118.622554892587,0.6647
Staby,aex,Toyopearl SuperQ 650c,anti-FVII mAb,8,128.529748210223,0.24235
Staby,aex,Toyopearl SuperQ 650c,anti-FVII mAb,8,137.061403508772,0.047304
Staby,aex,UNO Q-1,anti-FVII mAb,8,135.917579579743,13.658
Staby,aex,UNO Q-1,anti-FVII mAb,8,147.099924979038,10.932
Staby,aex,UNO Q-1,anti-FVII mAb,8,167.830290010741,2.007
Staby,aex,UNO Q-1,anti-FVII mAb,8,175.641971405487,1.4239
Staby,aex,UNO Q-1,anti-FVII mAb,8,202.466036322407,0.49831
Staby,aex,UNO Q-1,anti-FVII mAb,8,222.950527277997,0.2947
Staby,aex,Poros 50 HQ,aprotinin,9,30.6965036682322,0.5893
Staby,aex,Poros 50 HQ,aprotinin,9,40.5071495118888,0.38619
Staby,aex,Poros 50 HQ,aprotinin,9,60.8865075499269,0.20279
Staby,aex,Poros 50 HQ,aprotinin,9,81.2757034412133,0.12011
Staby,aex,Q Sepharose HP,aprotinin,9,40.6934158053227,0.6156
Staby,aex,Q Sepharose HP,aprotinin,9,50.4872014944212,0.34279
Staby,aex,Q Sepharose HP,aprotinin,9,60.8757586641424,0.21992
Staby,aex,Q Sepharose HP,aprotinin,9,70.9889470209488,0.11752
Staby,aex,Q Sepharose HP,aprotinin,9,91.1577028258888,0.0503
Staby,aex,Q Sepharose HP,aprotinin,9,111.28298149364,0.019843
Staby,aex,Q Sepharose XL,aprotinin,9,61.5218033270991,3.8327
Staby,aex,Q Sepharose XL,aprotinin,9,70.9793733940917,1.5735
Staby,aex,Q Sepharose XL,aprotinin,9,80.9277557924041,0.8238
Staby,aex,Q Sepharose XL,aprotinin,9,90.6815626246872,0.5281
Staby,aex,Q Sepharose XL,aprotinin,9,101.063184703076,0.30586
Staby,aex,Q Sepharose XL,aprotinin,9,110.089723124346,0.20002
Staby,aex,Q Sepharose XL,aprotinin,9,120.601075761596,0.13081
Staby,aex,Q-Cellthru Bigbeads Plus,aprotinin,9,50.8414255935737,2.3514
Staby,aex,Q-Cellthru Bigbeads Plus,aprotinin,9,60.9388235150732,1.7384
Staby,aex,Q-Cellthru Bigbeads Plus,aprotinin,9,80.9133498935989,0.8933
Staby,aex,Separon HemaBio 1000Q,aprotinin,9,90.9314104371073,24.345
Staby,aex,Separon HemaBio 1000Q,aprotinin,9,100.412696181305,5.55
Staby,aex,Separon HemaBio 1000Q,aprotinin,9,109.990430832518,3.7798
Staby,aex,Separon HemaBio 1000Q,aprotinin,9,121.250333438417,1.8614
Staby,aex,Separon HemaBio 1000Q,aprotinin,9,128.320287437444,1.6493
Staby,aex,Separon HemaBio 1000Q,aprotinin,9,150.58653455208,0.6503
Staby,aex,Toyopearl QAE 550c,aprotinin,9,50.5714574694043,2.0402
Staby,aex,Toyopearl QAE 550c,aprotinin,9,70.7203575621278,0.6449
Staby,aex,Toyopearl QAE 550c,aprotinin,9,90.8620078686499,0.21646
Staby,aex,Toyopearl QAE 550c,aprotinin,9,111.640784611434,0.05929
Staby,aex,UNO Q-1,aprotinin,9,35.785857429144,0.35563
Staby,aex,UNO Q-1,aprotinin,9,40.763084950269,0.28496
Staby,aex,UNO Q-1,aprotinin,9,50.8259212198221,0.21508
Staby,aex,UNO Q-1,aprotinin,9,56.0067208064968,0.12711
Staby,aex,UNO Q-1,aprotinin,9,81.9940964250574,0.029068
Staby,aex,Poros 50 HQ,lipolase,8,152.804730834467,5.064
Staby,aex,Poros 50 HQ,lipolase,8,203.467079026613,0.8657
Staby,aex,Poros 50 HQ,lipolase,8,228.869612981484,0.50339
Staby,aex,Poros 50 HQ,lipolase,8,278.489473097917,0.18082
Staby,aex,Poros 50 HQ,lipolase,8,329.435018942514,0.08602
Staby,aex,Q Sepharose HP,lipolase,8,147.714851251145,7.123
Staby,aex,Q Sepharose HP,lipolase,8,157.124002262586,4.8641
Staby,aex,Q Sepharose HP,lipolase,8,168.098303888114,2.9451
Staby,aex,Q Sepharose HP,lipolase,8,177.81255000978,2.0113
Staby,aex,Q Sepharose HP,lipolase,8,189.12171873818,1.4883
Staby,aex,Q Sepharose HP,lipolase,8,198.913929942514,1.1236
Staby,aex,Q Sepharose XL,lipolase,8,177.578889421626,4.9593
Staby,aex,Q Sepharose XL,lipolase,8,198.574236978494,3.5958
Staby,aex,Q Sepharose XL,lipolase,8,218.474176352355,1.9301
Staby,aex,Q Sepharose XL,lipolase,8,239.017161432191,1.0784
Staby,aex,Q-Cellthru Bigbeads Plus,lipolase,8,78.2803375448155,0.25603
Staby,aex,Q-Cellthru Bigbeads Plus,lipolase,8,83.7317569434559,0.17485
Staby,aex,Q-Cellthru Bigbeads Plus,lipolase,8,88.559055606231,0.132
Staby,aex,Q-Cellthru Bigbeads Plus,lipolase,8,98.509550500921,0.07832
Staby,aex,Q-Cellthru Bigbeads Plus,lipolase,8,128.2084156004,0.019998
Staby,aex,Separon HemaBio 1000Q,lipolase,8,118.354400416607,3.679
