,resin,tis_M,kprime
101,Express-Ion Q,0.12469605336991083,13.217
102,Express-Ion Q,0.1508250128201261,3.536
103,Express-Ion Q,0.17623319175933597,1.1825
104,Express-Ion Q,0.2000040000800016,0.5582
105,Express-Ion Q,0.2259223279036667,0.16871
106,Express-Ion Q,0.2519653295706511,0.09559
107,Fractogel EMD TMAE 650s,0.11544011544011544,4.7031
108,Fractogel EMD TMAE 650s,0.12584631647831668,2.7753
109,Fractogel EMD TMAE 650s,0.13560425254935995,1.8496
110,Fractogel EMD TMAE 650s,0.15561053794562968,0.986
111,Fractogel EMD TMAE 650s,0.17545090883570777,0.6841
112,Fractogel EMD TMAE 650s,0.19552253397204028,0.5471
113,Fractogel EMD TMAE 650s,0.21422450728363324,0.42873
114,Macro-Prep 25Q,0.17365934981939427,5.299
115,Macro-Prep 25Q,0.19477989871445264,3.0024
116,Macro-Prep 25Q,0.2135839384878257,1.6337
117,Macro-Prep 25Q,0.23414268655318551,1.0039
118,Macro-Prep 25Q,0.25374914359664036,0.6556
119,Macro-Prep 25Q,0.27341079972658916,0.44587
120,Poros QE/M,0.27206442485580584,4.0618
121,Poros QE/M,0.29648956356736245,2.7622
122,Poros QE/M,0.32306002455256183,2.0371
123,Poros QE/M,0.34409194136673316,1.5333
124,Poros QE/M,0.37065866043960116,1.1776
125,Poros QE/M,0.3969671708149736,0.9419
126,Poros QE/M,0.4203446826397646,0.7689
127,Q HyperD 20,0.14395324398635323,6.114
128,Q HyperD 20,0.1490623975196017,4.2439
129,Q HyperD 20,0.15343541903212937,3.327
130,Q HyperD 20,0.16537946317826252,1.9634
131,Q HyperD 20,0.18464492780383324,0.6839
132,Q Sepharose FF,0.14571524327159863,4.2444
133,Q Sepharose FF,0.15705243980965244,2.556
134,Q Sepharose FF,0.16653898677680445,1.0907
135,Q Sepharose FF,0.17549709552306908,0.6058
136,Q Sepharose FF,0.19756598703967124,0.06645
137,Q Zirconia,0.13523016173527344,6.369
138,Q Zirconia,0.14572161342970388,4.1592
139,Q Zirconia,0.15531326685925512,2.3098
140,Q Zirconia,0.16543965588551576,1.6695
141,Q Zirconia,0.18561140396465958,0.8376
142,Source 30Q,0.11519808310389715,11.949
143,Source 30Q,0.12494689756853339,5.418
144,Source 30Q,0.13620266957232363,3.2624
145,Source 30Q,0.14936073604970726,1.7395
146,Source 30Q,0.15635505104992417,1.4788
147,Source 30Q,0.17535553334385467,0.8725
148,TSK-Gel Q-5PW-HR,0.11616020815909302,3.6875
149,TSK-Gel Q-5PW-HR,0.13649454704284564,1.2584
150,TSK-Gel Q-5PW-HR,0.15578750584203147,0.594
151,TSK-Gel Q-5PW-HR,0.17472742521666199,0.34343
152,TSK-Gel Q-5PW-HR,0.20052135552436334,0.1758
277,Poros 50 HQ,0.15280473083446663,5.064
278,Poros 50 HQ,0.2034670790266135,0.8657
279,Poros 50 HQ,0.22886961298148445,0.50339
280,Poros 50 HQ,0.2784894730979169,0.18082
281,Poros 50 HQ,0.3294350189425136,0.08602
282,Q Sepharose HP,0.14771485125114478,7.123
283,Q Sepharose HP,0.15712400226258563,4.8641
284,Q Sepharose HP,0.16809830388811375,2.9451
285,Q Sepharose HP,0.1778125500097797,2.0113
286,Q Sepharose HP,0.18912171873817987,1.4883
287,Q Sepharose HP,0.19891392994251386,1.1236
288,Q Sepharose XL,0.17757888942162556,4.9593
289,Q Sepharose XL,0.1985742369784944,3.5958
290,Q Sepharose XL,0.21847417635235514,1.9301
291,Q Sepharose XL,0.23901716143219084,1.0784
292,Q-Cellthru Bigbeads Plus,0.07828033754481549,0.25603
293,Q-Cellthru Bigbeads Plus,0.08373175694345594,0.17485
294,Q-Cellthru Bigbeads Plus,0.08855905560623102,0.132
295,Q-Cellthru Bigbeads Plus,0.09850955050092106,0.07832
296,Q-Cellthru Bigbeads Plus,0.1282084156004,0.019998
297,Separon HemaBio 1000Q,0.1183544004166075,3.679
298,Separon HemaBio 1000Q,0.12878963501017437,1.8226
299,Separon HemaBio 1000Q,0.138534855369611,1.1957
300,Separon HemaBio 1000Q,0.1481832730721356,0.8165
301,Toyopearl QAE 550c,0.15885371161697193,5.486
302,Toyopearl QAE 550c,0.17761042928440757,4.3971
303,Toyopearl QAE 550c,0.19880715705765406,1.6121
304,Toyopearl QAE 550c,0.21738185296291465,1.3185
305,Toyopearl QAE 550c,0.2391028859718337,0.8477
306,Toyopearl QAE 550c,0.2586719780646163,0.50305
307,Toyopearl SuperQ 650c,0.11822986249866992,7.573
308,Toyopearl SuperQ 650c,0.12864880163641276,3.8279
309,Toyopearl SuperQ 650c,0.13757996835660727,3.008
310,Toyopearl SuperQ 650c,0.14719302893814948,1.7851
311,Toyopearl SuperQ 650c,0.15920017830419972,1.2437
312,UNO Q-1,0.11811953697141508,14.388
313,UNO Q-1,0.12856940819501408,5.833
314,UNO Q-1,0.13832406562093674,3.3925
315,UNO Q-1,0.14881395279621418,2.0132
316,UNO Q-1,0.15828545198410812,1.4311
317,UNO Q-1,0.17807536149298384,0.7379
318,UNO Q-1,0.2036286627705716,0.50371
753,DEAE Ceramic HyperD 20,0.1181870792258287,15.619
754,DEAE Ceramic HyperD 20,0.12747352634019313,7.757
755,DEAE Ceramic HyperD 20,0.138605351964503,4.525
756,DEAE Ceramic HyperD 20,0.1483269272683394,3.0198
757,DEAE Ceramic HyperD 20,0.15809931927376905,2.1268
758,DEAE Sepharose FF,0.11907209641546636,4.541
759,DEAE Sepharose FF,0.128958508038275,3.0296
760,DEAE Sepharose FF,0.13909131081747306,1.4647
761,DEAE Sepharose FF,0.14825863591988686,1.0597
762,DEAE Sepharose FF,0.15802652860857105,0.7463
763,DEAE Sepharose FF,0.16911027664642117,0.5116
764,Fractogel EMD DEAE (M),0.1391169347437597,2.2508
765,Fractogel EMD DEAE (M),0.15866823838189073,0.8308
766,Fractogel EMD DEAE (M),0.1788174922465386,0.35086
767,Fractogel EMD DEAE (M),0.2039200833621396,0.09901
768,MacroPrep DEAE Support,0.1783487213242239,8.342
769,MacroPrep DEAE Support,0.1986140649409379,4.03
770,MacroPrep DEAE Support,0.20751046328533457,2.9168
771,MacroPrep DEAE Support,0.2185546243168632,2.2272
772,MacroPrep DEAE Support,0.22744688849613778,1.7475
773,MacroPrep DEAE Support,0.23766213816254825,1.6106
774,MacroPrep DEAE Support,0.2584223074652878,1.046
775,Poros 50 D,0.11821429593982945,26.722
776,Poros 50 D,0.12799411446318762,9.112
777,Poros 50 D,0.1386213104139897,6.079
778,Poros 50 D,0.14834400501997586,4.057
779,Poros 50 D,0.16855436352834993,2.5627
780,Poros 50 D,0.17894517798476928,1.8051
781,Toyopearl DEAE 650 M,0.1086325564727195,6.993
782,Toyopearl DEAE 650 M,0.11857960518159365,3.3798
783,Toyopearl DEAE 650 M,0.12841329800857929,1.724
784,Toyopearl DEAE 650 M,0.13853515660959625,1.426
785,Toyopearl DEAE 650 M,0.14823815464721704,0.7887
786,Toyopearl DEAE 650 M,0.1579937837439745,0.4728
