resin,protein,tis_M,kprime,ln(kprime),ln(tis_mM)
S Ceramic HyperD 20,lysozyme,0.36638695292292484,8.942,2.190759277811789,5.903690023331153
S Ceramic HyperD 20,lysozyme,0.3935138298234925,6.116,1.810908288066816,5.975116212915829
S Ceramic HyperD 20,lysozyme,0.41764760953185676,4.33,1.4655675420143985,6.034638037569724
S Ceramic HyperD 20,lysozyme,0.443251281623047,3.173,1.1546775126010584,6.094136836372691
SP Sepharose FF,lysozyme,0.26749150854504516,10.658,2.3663107838745905,5.589087822075377
SP Sepharose FF,lysozyme,0.3414129577481946,2.678,0.9850702472689807,5.833092764379956
SP Sepharose FF,lysozyme,0.39617767593719283,1.2526,0.22522139110917538,5.981862787238301
SP Toyopearl 650m,lysozyme,0.2418131976273403,11.43,2.4362414778067194,5.488165517449448
SP Toyopearl 650m,lysozyme,0.26597449930073896,6.355,1.8492419046414175,5.5834004368956816
SP Toyopearl 650m,lysozyme,0.2908372302196583,3.299,1.1936193922464444,5.672763764354781
SP Toyopearl 650m,lysozyme,0.31800210881792257,1.9651,0.6755431346115844,5.76205801426109
SP Toyopearl 650m,lysozyme,0.3456447780408888,1.1311,0.12319061055519832,5.845411594627474
Heparin Sepharose FF,myoglobin,0.14378712494991674,0.12956,-2.0436111846790084,4.968333906855112
Heparin Sepharose FF,myoglobin,0.16934797192726217,0.09098,-2.397115576840279,5.131955603563269
Heparin Sepharose FF,myoglobin,0.1948722501977469,0.08023,-2.5228577692165723,5.272344216683116
Heparin Sepharose FF,myoglobin,0.2203027913902126,0.05874,-2.834634353211663,5.395002924586909
Heparin Toyopearl 650m,myoglobin,0.06928671959666474,0.9323,-0.07010062767948907,4.23825325141949
Heparin Toyopearl 650m,myoglobin,0.09332972797354301,0.42336,-0.8595323980555462,4.536138684900131
Heparin Toyopearl 650m,myoglobin,0.11789896701716368,0.24153,-1.420761590002138,4.7698280459880955
Heparin Toyopearl 650m,myoglobin,0.1429585057070478,0.14075,-1.9607700119623375,4.962554418271697
Heparin Toyopearl 650m,myoglobin,0.1683410377164401,0.08037,-2.52111430675751,5.125991908172415
S Ceramic HyperD 20,myoglobin,0.06890646967113334,1.4101,0.34366062386104734,4.232750073047234
S Ceramic HyperD 20,myoglobin,0.09381018663702376,0.18131,-1.7075470055444197,4.541273449657507
SP Sepharose FF,myoglobin,0.09396583990200354,1.2668,0.23649403568234761,4.5429313109244625
SP Sepharose FF,myoglobin,0.11868887134528704,0.6384,-0.4487902328465381,4.7765055427577785
SP Sepharose FF,myoglobin,0.14390636391607564,0.34248,-1.0715420171454464,4.96916283748859
SP Sepharose FF,myoglobin,0.1684961569661228,0.23558,-1.4457047204514986,5.1269129422096125
SP Sepharose FF,myoglobin,0.1938384819693123,0.15233,-1.8817060588335275,5.2670252451183
SP Toyopearl 650m,myoglobin,0.028823054305877418,3.1267,1.139978135274006,3.3611755636471283
SP Toyopearl 650m,myoglobin,0.04362244462314798,0.7165,-0.3333770317139105,3.7755718028332668
SP Toyopearl 650m,myoglobin,0.06881450654742012,0.29283,-1.2281630431271537,4.231414573693298
SP Toyopearl 650m,myoglobin,0.11856322393532263,0.18458,-1.6896723051447065,4.775446353615001
CM Hyper Z,anti-FVII mAb,0.3276272375460992,4.9557,1.6005384292470677,5.791876491215363
CM Hyper Z,anti-FVII mAb,0.3434788498657804,3.3001,1.19395277104361,5.839125537323601
CM Hyper Z,anti-FVII mAb,0.3558606764816629,2.743,1.0090522119554661,5.8745392960538485
CM Hyper Z,anti-FVII mAb,0.3686973362977322,1.8608,0.6210065027822629,5.909976080635027
Fractogel EMD COO- (M),anti-FVII mAb,0.21929564141809615,8.177,2.10132533517984,5.3904207802518505
Fractogel EMD COO- (M),anti-FVII mAb,0.24532397896905062,4.4427,1.4912622997294305,5.502579700131591
Fractogel EMD COO- (M),anti-FVII mAb,0.25417334241624373,3.9759,1.3802511375726056,5.538016484712769
Fractogel EMD COO- (M),anti-FVII mAb,0.26804641308223937,2.5048,0.9182088910300589,5.591160148659072
Fractogel EMD SE Hicap (M),anti-FVII mAb,0.16812798189399286,2.7036,0.994584218244062,5.1247254863712675
Fractogel EMD SE Hicap (M),anti-FVII mAb,0.1804720701308142,1.6113,0.47704130659738625,5.1955760296826945
Fractogel EMD SE Hicap (M),anti-FVII mAb,0.19258391005766537,0.48489,-0.7238332178923101,5.260531955156057
Fractogel EMD SO3-,anti-FVII mAb,0.19372247100329484,3.0745,1.1231422864113874,5.2664265729941215
Fractogel EMD SO3-,anti-FVII mAb,0.21800176008978647,0.7011,-0.35510474876921516,5.384503136562856
Fractogel EMD SO3-,anti-FVII mAb,0.24388214158160657,0.14578,-1.9256566430280702,5.496685082293526
MacroPrep 25S,anti-FVII mAb,0.17835282800257435,3.7687,1.3267301144070094,5.183763768155635
MacroPrep 25S,anti-FVII mAb,0.19372247100329484,0.8756,-0.13284591333342913,5.2664265729941215
MacroPrep 25S,anti-FVII mAb,0.21929564141809615,0.46698,-0.7614688487827852,5.3904207802518505
MacroPrep 25S,anti-FVII mAb,0.24244877827427722,0.29412,-1.2237674316541156,5.490790464455461
MacroPrep CM,anti-FVII mAb,0.07896597463378593,1.2967,0.2598225755727015,4.369017058850622
MacroPrep CM,anti-FVII mAb,0.08833849580893176,0.9644,-0.03624913267512103,4.481175978730362
MacroPrep CM,anti-FVII mAb,0.0988257229350205,0.6187,-0.48013477644519387,4.593357924461031
MacroPrep CM,anti-FVII mAb,0.11867520757055904,0.26921,-1.3122635347989748,4.776390413503129
MacroPrep High S,anti-FVII mAb,0.20429606422228322,0.9425,-0.059219359659971216,5.319570236940423
MacroPrep High S,anti-FVII mAb,0.24532397896905062,0.34729,-1.0575951131968957,5.502579700131591
MacroPrep High S,anti-FVII mAb,0.26804641308223937,0.21082,-1.556750590155094,5.591160148659072
MacroPrep High S,anti-FVII mAb,0.2945981396496374,0.14564,-1.9266174556749045,5.685612189173687
Matrex Cellufine C-500,anti-FVII mAb,0.2091751070896684,10.022,2.304782676537533,5.3431717341436125
Matrex Cellufine C-500,anti-FVII mAb,0.21800176008978647,7.32,1.9906103279732201,5.384503136562856
Matrex Cellufine C-500,anti-FVII mAb,0.24388214158160657,3.3061,1.1957692469752477,5.496685082293526
Matrex Cellufine C-500,anti-FVII mAb,0.26963111025377423,2.0823,0.7334730520315107,5.597054766497136
CM Hyper Z,aprotinin,0.2682686970815172,10.77,2.3767644911682972,5.591989079292549
CM Hyper Z,aprotinin,0.294706693610353,4.8068,1.5700315820550077,5.685980602788566
CM Hyper Z,aprotinin,0.31996317673183494,3.4549,1.2397935132407023,5.768205916459384
CM Hyper Z,aprotinin,0.3684088038787138,1.7526,0.5611003996396132,5.90919320170341
CM Hyper Z,aprotinin,0.41922772853020623,0.7136,-0.33743269771633744,6.038414277122235
CM Hyper Z,aprotinin,0.5179525791688487,0.40392,-0.9065384404314768,6.2498836920628085
Fractogel EMD COO- (M),aprotinin,0.16867083698166987,8.826,2.1777019108473556,5.127949105501459
Fractogel EMD COO- (M),aprotinin,0.19535296176903333,4.1605,1.4256352593583475,5.27480798273262
Fractogel EMD COO- (M),aprotinin,0.21841879157731944,2.3134,0.8387183038791641,5.386414282190041
Fractogel EMD COO- (M),aprotinin,0.26984849483892426,1.051,0.04974209189481401,5.597860671279684
Fractogel EMD COO- (M),aprotinin,0.31996317673183494,0.48638,-0.720765067596618,5.768205916459384
Fractogel EMD SE Hicap (M),aprotinin,0.24420806361001293,3.5238,1.2595399527743918,5.498020581647463
Fractogel EMD SE Hicap (M),aprotinin,0.2964421811224015,1.5434,0.4339877750413657,5.691852194775701
Fractogel EMD SE Hicap (M),aprotinin,0.31996317673183494,1.1507,0.1403704528472759,5.768205916459384
Fractogel EMD SE Hicap (M),aprotinin,0.34332861376856216,0.7687,-0.2630545026270507,5.838688046155932
Fractogel EMD SE Hicap (M),aprotinin,0.39299769213139585,0.28558,-1.253233078979988,5.973803739412822
Fractogel EMD SO3-,aprotinin,0.3684088038787138,3.5812,1.2756979397778638,5.90919320170341
Fractogel EMD SO3-,aprotinin,0.41922772853020623,2.0279,0.7070007748484809,6.038414277122235
