paper,plot_letter,protein,iex_type,resin,x,tis_M,kprime,ln(kprime),ln(tis_mM)
2,a,anti-FVII mAb,aex,Q Sepharose HP,4.6027,0.21726377995524368,2.8196,1.0365950309175835,5.3811121911569515
2,a,anti-FVII mAb,aex,Q Sepharose HP,4.3727,0.22869165504150754,1.8085,0.5924977724100156,5.432374611694479
2,a,anti-FVII mAb,aex,Q Sepharose XL,5.6198,0.17794227552581943,19.185,2.9541287236989158,5.181459202898388
2,a,anti-FVII mAb,aex,Q Sepharose XL,5.042,0.19833399444664818,6.322,1.844035613793426,5.2899524502164095
2,a,anti-FVII mAb,aex,Q Sepharose XL,4.5999,0.21739603034848584,1.8839,0.6333440961891916,5.381720714853821
2,a,anti-FVII mAb,aex,Q Sepharose XL,4.1975,0.23823704586063135,0.6465,-0.4361820807702249,5.473266169012578
2,a,anti-FVII mAb,aex,Q Sepharose XL,3.8752,0.2580511973575557,0.29423,-1.22339350456554,5.553158004605501
2,a,anti-FVII mAb,aex,Q Sepharose XL,3.5986,0.2778858444950814,0.15422,-1.8693751245773225,5.627210398045856
2,a,anti-FVII mAb,aex,Q Sepharose XL,3.3609,0.2975393495789818,0.08763,-2.4346318739143777,5.695546483731487
2,a,anti-FVII mAb,aex,Q-Cellthru Bigbeads Plus,12.8165,0.07802442164397456,0.09835,-2.319222734147069,4.357021875684316
2,a,anti-FVII mAb,aex,Q-Cellthru Bigbeads Plus,12.0309,0.08311930113291607,0.038102,-3.267488504788894,4.420276938826319
2,a,anti-FVII mAb,aex,Separon HemaBio 1000Q,8.6608,0.11546277480140403,13.961,2.6362677280065108,4.748948181921561
2,a,anti-FVII mAb,aex,Separon HemaBio 1000Q,7.8625,0.1271860095389507,6.614,1.889188614559601,4.845650656955578
2,a,anti-FVII mAb,aex,Separon HemaBio 1000Q,7.2991,0.13700319217437765,2.8338,1.0416185671479894,4.920004226099574
2,a,anti-FVII mAb,aex,Separon HemaBio 1000Q,6.7749,0.14760365466648956,1.0758,0.07306457085700523,4.994530672472906
2,a,anti-FVII mAb,aex,Separon HemaBio 1000Q,5.9439,0.168239707935867,0.38419,-0.9566180570967772,5.125389795395951
2,a,anti-FVII mAb,aex,Toyopearl QAE 550c,4.3476,0.23001196062195234,1.6682,0.5117452008253743,5.438131310275242
2,a,anti-FVII mAb,aex,Toyopearl QAE 550c,3.9683,0.2519970768339087,0.6864,-0.3762947308083845,5.529417487578702
2,a,anti-FVII mAb,aex,Toyopearl QAE 550c,3.6024,0.27759271596713303,0.31869,-1.1435364355221054,5.6261549889769125
2,a,anti-FVII mAb,aex,Toyopearl QAE 550c,3.3071,0.3023797284630038,0.14214,-1.9509427915833881,5.711683606552458
2,a,anti-FVII mAb,aex,Toyopearl QAE 550c,3.0538,0.3274608684262231,0.0745,-2.5969561535966235,5.7913685622148625
2,a,anti-FVII mAb,aex,Toyopearl SuperQ 650c,10.2567,0.09749724570280889,18.548,2.920361966529214,4.579824128402826
2,a,anti-FVII mAb,aex,Toyopearl SuperQ 650c,9.7842,0.10220559677847958,4.2549,1.4480712599865346,4.626986439268988
2,a,anti-FVII mAb,aex,Toyopearl SuperQ 650c,9.2392,0.1082344791756862,2.0578,0.7216374509595728,4.684299977163397
2,a,anti-FVII mAb,aex,Toyopearl SuperQ 650c,8.8249,0.11331573162302123,1.1233,0.11627078166538649,4.7301780076717375
2,a,anti-FVII mAb,aex,Toyopearl SuperQ 650c,8.4301,0.11862255489258729,0.6647,-0.40841946793460093,4.775946644642526
2,a,anti-FVII mAb,aex,Toyopearl SuperQ 650c,7.7803,0.12852974821022325,0.24235,-1.417372316690752,4.856160381123959
2,a,anti-FVII mAb,aex,Toyopearl SuperQ 650c,7.296,0.1370614035087719,0.047304,-3.0511604204636082,4.9204290262101065
2,a,anti-FVII mAb,aex,UNO Q-1,7.3574,0.13591757957974285,13.658,2.6143254305388974,4.912048669522237
2,a,anti-FVII mAb,aex,UNO Q-1,6.7981,0.14709992497903826,10.932,2.3916942680658217,4.991112117607522
2,a,anti-FVII mAb,aex,UNO Q-1,5.9584,0.16783029001074112,2.007,0.6966410698142012,5.122953290321581
2,a,anti-FVII mAb,aex,UNO Q-1,5.6934,0.17564197140548707,1.4239,0.35339958580481184,5.168447669756506
2,a,anti-FVII mAb,aex,UNO Q-1,4.9391,0.20246603632240692,0.49831,-0.6965329056641537,5.310572150615052
2,a,anti-FVII mAb,aex,UNO Q-1,4.4853,0.22295052727799702,0.2947,-1.221797389238488,5.4069498960762825
2,c,lipolase,aex,Poros 50 HQ,6.5443,0.15280473083446663,5.064,1.6221566848418751,5.029160837211691
2,c,lipolase,aex,Poros 50 HQ,4.9148,0.2034670790266135,0.8657,-0.14421685076040894,5.315504217970858
2,c,lipolase,aex,Poros 50 HQ,4.3693,0.22886961298148445,0.50339,-0.6863900613967855,5.433152465771677
2,c,lipolase,aex,Poros 50 HQ,3.5908,0.2784894730979169,0.18082,-1.7102532176729166,5.62938026008174
2,c,lipolase,aex,Poros 50 HQ,3.0355,0.3294350189425136,0.08602,-2.4531754516265467,5.797379123393785
2,c,lipolase,aex,Q Sepharose HP,6.7698,0.14771485125114478,7.123,1.9633289849962168,4.995283734591819
2,c,lipolase,aex,Q Sepharose HP,6.3644,0.15712400226258563,4.8641,1.5818817036630544,5.057035316930572
2,c,lipolase,aex,Q Sepharose HP,5.9489,0.16809830388811375,2.9451,1.0801427723844483,5.124548950465473
2,c,lipolase,aex,Q Sepharose HP,5.6239,0.1778125500097797,2.0113,0.6987812791770383,5.18072990557069
2,c,lipolase,aex,Q Sepharose HP,5.2876,0.18912171873817987,1.4883,0.3976345289929758,5.242390822259029
2,c,lipolase,aex,Q Sepharose HP,5.0273,0.19891392994251386,1.1236,0.1165378162479515,5.292872218312142
2,c,lipolase,aex,Q Sepharose XL,5.6313,0.17757888942162556,4.9593,1.601264601744939,5.179414957623737
2,c,lipolase,aex,Q Sepharose XL,5.0359,0.1985742369784944,3.5958,1.2797664977100576,5.291163020026578
2,c,lipolase,aex,Q Sepharose XL,4.5772,0.21847417635235514,1.9301,0.6575718150460251,5.386667821520715
2,c,lipolase,aex,Q Sepharose XL,4.1838,0.23901716143219084,1.0784,0.07547846117590556,5.476535354509254
2,c,lipolase,aex,Q-Cellthru Bigbeads Plus,12.7746,0.07828033754481549,0.25603,-1.3624606538684934,4.360296454537172
2,c,lipolase,aex,Q-Cellthru Bigbeads Plus,11.9429,0.08373175694345594,0.17485,-1.743826815472752,4.427618319436487
2,c,lipolase,aex,Q-Cellthru Bigbeads Plus,11.2919,0.08855905560623102,0.132,-2.0249533563957662,4.483669624457241
2,c,lipolase,aex,Q-Cellthru Bigbeads Plus,10.1513,0.09850955050092106,0.07832,-2.546952280759882,4.590153502877998
2,c,lipolase,aex,Q-Cellthru Bigbeads Plus,7.7998,0.1282084156004,0.019998,-3.9121230104284797,4.853657186640969
2,c,lipolase,aex,Separon HemaBio 1000Q,8.4492,0.1183544004166075,3.679,1.3026409761226372,4.773683516651186
2,c,lipolase,aex,Separon HemaBio 1000Q,7.7646,0.12878963501017437,1.8226,0.6002640530798894,4.858180336908594
2,c,lipolase,aex,Separon HemaBio 1000Q,7.2184,0.138534855369611,1.1957,0.17873178794339725,4.931121957283983
2,c,lipolase,aex,Separon HemaBio 1000Q,6.7484,0.1481832730721356,0.8165,-0.20272836657161725,4.998449839232454
2,c,lipolase,aex,Toyopearl QAE 550c,6.2951,0.15885371161697193,5.486,1.7021993925154115,5.0679837259884915
2,c,lipolase,aex,Toyopearl QAE 550c,5.6303,0.17761042928440757,4.3971,1.4809452327192276,5.179592552282156
2,c,lipolase,aex,Toyopearl QAE 550c,5.03,0.19880715705765406,1.6121,0.4775376768998158,5.292335294870489
2,c,lipolase,aex,Toyopearl QAE 550c,4.6002,0.21738185296291465,1.3185,0.27649472681120435,5.38165549817137
2,c,lipolase,aex,Toyopearl QAE 550c,4.1823,0.2391028859718337,0.8477,-0.16522847936777718,5.476893944537122
2,c,lipolase,aex,Toyopearl QAE 550c,3.8659,0.2586719780646163,0.50305,-0.6870657102440774,5.555560765059254
2,c,lipolase,aex,Toyopearl SuperQ 650c,8.4581,0.11822986249866992,7.573,2.0245892901316855,4.772630716875699
2,c,lipolase,aex,Toyopearl SuperQ 650c,7.7731,0.12864880163641276,3.8279,1.342316349947503,4.857086223771137
2,c,lipolase,aex,Toyopearl SuperQ 650c,7.2685,0.13757996835660727,3.008,1.1012754060875933,4.924205336097894
2,c,lipolase,aex,Toyopearl SuperQ 650c,6.7938,0.14719302893814948,1.7851,0.5794744360713694,4.991744847416225
2,c,lipolase,aex,Toyopearl SuperQ 650c,6.2814,0.15920017830419972,1.2437,0.2180908076775583,5.07016239341091
2,c,lipolase,aex,UNO Q-1,8.466,0.11811953697141508,14.388,2.6663945258333777,4.771697136883406
2,c,lipolase,aex,UNO Q-1,7.7779,0.12856940819501408,5.833,1.7635314477715005,4.856468900106751
2,c,lipolase,aex,UNO Q-1,7.2294,0.13832406562093674,3.3925,1.2215671127268872,4.9295992338069885
2,c,lipolase,aex,UNO Q-1,6.7198,0.14881395279621418,2.0132,0.6997254959200678,5.002696886794735
2,c,lipolase,aex,UNO Q-1,6.3177,0.15828545198410812,1.4311,0.3584433793346931,5.064400061110431
2,c,lipolase,aex,UNO Q-1,5.6156,0.17807536149298384,0.7379,-0.3039469649178161,5.182206839866478
2,c,lipolase,aex,UNO Q-1,4.9109,0.2036286627705716,0.50371,-0.6857545733404471,5.316298054583986
6,a,anti-FVII mAb,aex,DEAE Ceramic HyperD 20,0.89168,0.12832757869302336,11.698,2.459417887020834,4.854586203261206
6,a,anti-FVII mAb,aex,DEAE Ceramic HyperD 20,0.83102,0.14756385760433766,1.7644,0.5678106892486476,4.994261015002225
6,a,anti-FVII mAb,aex,DEAE Ceramic HyperD 20,0.79983,0.15855137036440944,1.008,0.007968169649176881,5.066078644052709
6,a,anti-FVII mAb,aex,DEAE Ceramic HyperD 20,0.77556,0.16766406832763578,0.658,-0.4185503476568198,5.121962384259675
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.89341,0.12781740615309814,11.391,2.432823569917775,4.850602731050326
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.85875,0.13843630530808695,3.924,1.3671115417031166,4.9304103303735
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.82929,0.1481528464619663,2.1831,0.7807458850390134,4.998244487213105
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.80329,0.15729321887501443,1.2146,0.19441480448133783,5.058111699630951
6,a,anti-FVII mAb,aex,DEAE Sepharose FF,0.77383,0.16833328550366305,0.6407,-0.4451939503371611,5.125945856470555
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.7253,0.18823483601033703,8.023,2.082312416771519,5.237690311033556
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.70451,0.19746494109028837,3.421,1.2299329059954676,5.285561055116902
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.68198,0.2079792462880791,2.2934,0.830035432622067,5.337438297262057
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.64211,0.22797645701567876,1.2094,0.1901243688569755,5.42924236491973
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.59705,0.2529006817014984,0.5887,-0.5298385629479214,5.532996849210042
6,a,anti-FVII mAb,aex,Fractogel EMD DEAE (M),0.55373,0.2794280499871478,0.27174,-1.3029095521859597,5.632744835438544
6,a,anti-FVII mAb,aex,MacroPrep DEAE Support,0.70451,0.19746494109028837,4.013,1.3895390912847796,5.285561055116902
6,a,anti-FVII mAb,aex,MacroPrep DEAE Support,0.66118,0.21818254334491438,2.9912,1.095674644680767,5.385332067196334
6,a,anti-FVII mAb,aex,MacroPrep DEAE Support,0.64385,0.22706489708342312,2.2911,0.8290320515803111,5.42523586685792
6,a,anti-FVII mAb,aex,MacroPrep DEAE Support,0.62305,0.23820452104817585,1.9005,0.6421170094471664,5.473129636792197
6,a,anti-FVII mAb,aex,Poros 50 D,0.89341,0.12781740615309814,12.014,2.4860726364279695,4.850602731050326
6,a,anti-FVII mAb,aex,Poros 50 D,0.85875,0.13843630530808695,4.855,1.5800091017432882,4.9304103303735
6,a,anti-FVII mAb,aex,Poros 50 D,0.79983,0.15855137036440944,1.2145,0.19433246946009006,5.066078644052709
6,a,anti-FVII mAb,aex,Poros 50 D,0.74783,0.17871870134790355,0.29585,-1.217902709859434,5.185813068888399
6,a,anti-FVII mAb,aex,Toyopearl DEAE 650 M,0.92981,0.11754116746959574,4.038,1.3957495198906458,4.766788633665343
6,a,anti-FVII mAb,aex,Toyopearl DEAE 650 M,0.83102,0.14756385760433766,0.8373,-0.17757284977175083,4.994261015002225
6,a,anti-FVII mAb,aex,Toyopearl DEAE 650 M,0.80156,0.15792104166849497,0.5182,-0.6573940108541275,5.06209517184183
6,a,anti-FVII mAb,aex,Toyopearl DEAE 650 M,0.77556,0.16766406832763578,0.32933,-1.110694991411091,5.121962384259675
6,c,lipolase,aex,DEAE Ceramic HyperD 20,0.92743,0.1181870792258287,15.619,2.748488121875585,4.772268786186669
6,c,lipolase,aex,DEAE Ceramic HyperD 20,0.89458,0.12747352634019313,7.757,2.0485956615087346,4.847908706491523
6,c,lipolase,aex,DEAE Ceramic HyperD 20,0.85822,0.138605351964503,4.525,1.5096175771518896,4.9316307004727875
