paper,plot_letter,protein,iex_type,resin,x,tis_M,kprime,ln(kprime),ln(tis_mM)
3,b,aprotinin,cex,SP Sepharose BB,0.53213,0.29367704390795407,8.417,2.130253470229439,5.682480673447215
3,b,aprotinin,cex,SP Sepharose BB,0.49777,0.3178556971499816,5.662,1.7337771866897078,5.761597497242491
3,b,aprotinin,cex,SP Sepharose BB,0.46093,0.3459951411598073,3.4272,1.2317436012712926,5.8464247320683915
3,b,aprotinin,cex,SP Sepharose BB,0.43147,0.370279782537947,2.3673,0.861750065212962,5.914258888907996
3,b,aprotinin,cex,SP Sepharose BB,0.40447,0.39403064537737437,1.77,0.5709795465857378,5.976428686418835
3,b,aprotinin,cex,SP Sepharose XL,0.53445,0.29211240476828637,5.235,1.6553668443225003,5.677138676031469
3,b,aprotinin,cex,SP Sepharose XL,0.51234,0.3073689545775859,3.713,1.3118401751949431,5.728048832437568
3,b,aprotinin,cex,SP Sepharose XL,0.49762,0.31796549957959497,3.2531,1.1796083878733197,5.76194288500644
3,b,aprotinin,cex,SP Sepharose XL,0.46578,0.34215272248772804,2.8494,1.0471084458009943,5.835257194367371
3,b,aprotinin,cex,SP Sepharose XL,0.43629,0.36619296775290966,1.8184,0.5979569935561964,5.903160428759765
3,b,aprotinin,cex,SP Sepharose XL,0.37988,0.4169845846526065,1.1002,0.09549198145922072,6.033049253855559
3,b,aprotinin,cex,Source 30S,0.56894,0.2698112164667873,12.513,2.526768103882918,5.597722516174104
3,b,aprotinin,cex,Source 30S,0.53209,0.2937040938089672,7.185,1.9719955195309882,5.682572776850935
3,b,aprotinin,cex,Source 30S,0.49526,0.31969805935019735,4.465,1.4962692143284624,5.767376985825906
3,b,aprotinin,cex,Source 30S,0.46335,0.3440725293018625,3.084,1.1262274557010832,5.840852476143346
3,b,aprotinin,cex,Source 30S,0.43388,0.3682307054910995,2.0748,0.7298647634951082,5.908709658833881
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.52963,0.29537245998459893,6.815,1.919126065148496,5.6882371361797
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.49527,0.3196906981150898,4.707,1.5490507624190053,5.767353959974976
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.4658,0.34213696613536776,3.0842,1.126292304441419,5.835211142665511
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.43389,0.36822222676338234,2.1303,0.7562628148740206,5.908686632982951
3,b,aprotinin,cex,TSKGel SP-5PW-HR20,0.40934,0.3896368287770522,1.5928,0.4654934737678495,5.965215097015954
3,b,aprotinin,cex,Toyopearl SP 550c,0.37804,0.4187549945813812,10.93,2.391511302188447,6.037286010426668
3,b,aprotinin,cex,Toyopearl SP 550c,0.35345,0.4431492309931593,6.976,1.9424756866066786,6.093906577863391
3,b,aprotinin,cex,Toyopearl SP 550c,0.32888,0.46894293796785413,4.819,1.5725664376581956,6.1504810935982555
3,b,aprotinin,cex,Toyopearl SP 550c,0.30925,0.4906253681833185,3.7987,1.334658902937827,6.195680838973728
3,b,aprotinin,cex,Toyopearl SP 550c,0.28714,0.5162499231327473,2.7665,1.0175829833560275,6.246590995379827
3,b,aprotinin,cex,Toyopearl SP 650c,0.70339,0.19797483970457347,7.597,2.0277534325210844,5.288139950421056
3,b,aprotinin,cex,Toyopearl SP 650c,0.68134,0.20828596177267245,6.655,1.895368451847075,5.338911951721574
3,b,aprotinin,cex,Toyopearl SP 650c,0.65921,0.21917448764723033,4.598,1.5256214263409897,5.389868159829533
3,b,aprotinin,cex,Toyopearl SP 650c,0.61016,0.2453804734066563,3.0115,1.1024382935016386,5.50280995864089
3,b,aprotinin,cex,Toyopearl SP 650c,0.57335,0.26708530878171177,1.973,0.6795552270404783,5.587568115914001
3,c,lysozyme,cex,Poros 50 HS,0.43491,0.3673584212726717,42.87,3.7581722806098856,5.906337996188096
3,c,lysozyme,cex,Poros 50 HS,0.40555,0.39305199051975825,11.415,2.434928279981759,5.9739418945184015
3,c,lysozyme,cex,Poros 50 HS,0.37618,0.42055228792068367,6.548,1.8791596595088884,6.041568818699637
3,c,lysozyme,cex,Poros 50 HS,0.35416,0.44242534681272105,4.066,1.4026597152061548,6.092271742447366
3,c,lysozyme,cex,Poros 50 HS,0.32969,0.46806913046276144,2.8825,1.058657973161077,6.148615999672931
3,c,lysozyme,cex,Poros 50 HS,0.30767,0.4924135555205264,2.1544,0.7675122625152521,6.199318923420659
3,c,lysozyme,cex,SP Sepharose BB,0.53034,0.2948899691301281,5.89,1.7732559976634952,5.686602300763675
3,c,lysozyme,cex,SP Sepharose BB,0.46672,0.3414129577481946,1.938,0.6616565134685745,5.833092764379956
3,c,lysozyme,cex,SP Sepharose BB,0.43736,0.3652918644610606,1.2358,0.21171853364474214,5.900696662710261
3,c,lysozyme,cex,SP Sepharose BB,0.4031,0.39527559401972756,0.788,-0.2382571891242579,5.979583227996237
3,c,lysozyme,cex,SP Sepharose XL,0.53279,0.29323108004771525,8.309,2.1173392646828444,5.68096096728584
3,c,lysozyme,cex,SP Sepharose XL,0.49608,0.3190950006246194,5.736,1.7467621032973193,5.765488866049651
3,c,lysozyme,cex,SP Sepharose XL,0.46427,0.3433444249995876,3.857,1.3498896792260908,5.838734097857792
3,c,lysozyme,cex,SP Sepharose XL,0.43246,0.36943666916604817,2.2122,0.7939874954860169,5.9119793296659315
3,c,lysozyme,cex,SP Sepharose XL,0.4031,0.39527559401972756,1.7433,0.5557798687670326,5.979583227996237
3,c,lysozyme,cex,Source 30S,0.61354,0.24347815379575766,11.415,2.434928279981759,5.495027221026571
3,c,lysozyme,cex,Source 30S,0.57194,0.267953849117141,6.723,1.9055344834868997,5.590814760895123
3,c,lysozyme,cex,Source 30S,0.53279,0.29323108004771525,3.4692,1.2439240198281636,5.68096096728584
3,c,lysozyme,cex,Source 30S,0.49853,0.31729994732270417,2.2715,0.820440406217321,5.759847532571816
3,c,lysozyme,cex,Source 30S,0.46672,0.3414129577481946,1.5272,0.42343599342940075,5.833092764379956
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.61354,0.24347815379575766,16.103,2.779005590035859,5.495027221026571
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.57194,0.267953849117141,8.995,2.1966688674024963,5.590814760895123
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.53279,0.29323108004771525,5.025,1.6144254539451395,5.68096096728584
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.49608,0.3190950006246194,3.0392,1.1115943228912788,5.765488866049651
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.46672,0.3414129577481946,1.99,0.688134638736401,5.833092764379956
3,c,lysozyme,cex,TSKGel SP-5PW-HR20,0.43491,0.3673584212726717,1.303,0.264669298142708,5.906337996188096
3,c,lysozyme,cex,Toyopearl SP 550c,0.32969,0.46806913046276144,10.544,2.3555569777601515,6.148615999672931
3,c,lysozyme,cex,Toyopearl SP 550c,0.30767,0.4924135555205264,7.089,1.9585442868728806,6.199318923420659
3,c,lysozyme,cex,Toyopearl SP 550c,0.28809,0.5151218834426511,4.52,1.5085119938441398,6.244403539541483
3,c,lysozyme,cex,Toyopearl SP 550c,0.26607,0.5419135372197037,3.1207,1.138057335631039,6.295106463289211
3,c,lysozyme,cex,Toyopearl SP 550c,0.24649,0.5669046248342903,2.5929,0.9527769404445652,6.340191079410035
3,c,lysozyme,cex,Toyopearl SP 650c,0.61354,0.24347815379575766,7.675,2.037968293473261,5.495027221026571
3,c,lysozyme,cex,Toyopearl SP 650c,0.57439,0.26644648785896685,4.175,1.4291143583028187,5.5851734274172875
3,c,lysozyme,cex,Toyopearl SP 650c,0.53279,0.29323108004771525,2.2715,0.820440406217321,5.68096096728584
3,c,lysozyme,cex,Toyopearl SP 650c,0.50098,0.3155149920052463,1.3379,0.29110122049743664,5.75420619909398
3,c,lysozyme,cex,Toyopearl SP 650c,0.46672,0.3414129577481946,0.9237,-0.0793679353835727,5.833092764379956
4,b,aprotinin,cex,CM Ceramic HyperD F,0.46441,0.34323376167169967,19.306,2.9604159284264235,5.8384117359447725
4,b,aprotinin,cex,CM Ceramic HyperD F,0.44915,0.355508509072744,15.49,2.740194654428777,5.873549184463862
4,b,aprotinin,cex,CM Ceramic HyperD F,0.4339,0.36821374823089287,10.832,2.3825047161699193,5.908663607132021
4,b,aprotinin,cex,CM Ceramic HyperD F,0.40847,0.3904181507066163,8.453,2.1345214079467905,5.9672183460468595
4,b,aprotinin,cex,CM Ceramic HyperD F,0.35,0.44668359215096315,4.365,1.4736181892915656,6.1018504964342215
4,b,aprotinin,cex,CM Sepharose FF,0.61695,0.2415738940659219,3.5205,1.2586030249770508,5.48717540585946
4,b,aprotinin,cex,CM Sepharose FF,0.57373,0.2668517160641534,1.9748,0.6804671274025709,5.586693133578663
4,b,aprotinin,cex,CM Sepharose FF,0.49746,0.3180826639798568,0.5882,-0.5306882528622425,5.762311298621319
4,b,aprotinin,cex,CM Sepharose FF,0.46186,0.3452550184670483,0.27981,-1.2736444775752551,5.844283327931907
4,b,aprotinin,cex,CM Toyopearl 650m,0.61441,0.24299089463378964,8.485,2.1382998986861894,5.493023971995665
4,b,aprotinin,cex,CM Toyopearl 650m,0.57119,0.26841698881293896,5.613,1.7250853359600624,5.592541699714868
4,b,aprotinin,cex,CM Toyopearl 650m,0.53305,0.29305558331189135,3.2368,1.174585187431344,5.680362295161661
4,b,aprotinin,cex,CM Toyopearl 650m,0.49746,0.3180826639798568,1.8665,0.6240650193725015,5.762311298621319
4,b,aprotinin,cex,CM Toyopearl 650m,0.43136,0.3703735804940492,1.1365,0.1279533643104609,5.914512173268226
4,b,aprotinin,cex,CM Toyopearl 650m,0.37797,0.4188224953517242,0.6922,-0.3678803477808931,6.037447191383178
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.66017,0.2186905415296018,2.8276,1.0394282953146619,5.387657678140258
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.61441,0.24299089463378964,1.8705,0.6262057748060638,5.493023971995665
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.57119,0.26841698881293896,1.3438,0.2955014215039126,5.592541699714868
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.49492,0.3199484422222912,0.8181,-0.20077070046248446,5.768159864757524
4,b,aprotinin,cex,Heparin Ceramic HyperD M,0.4339,0.36821374823089287,0.4847,-0.7242251361308067,5.908663607132021
4,b,aprotinin,cex,Heparin Sepharose FF,0.71102,0.19452704965429624,1.1742,0.16058706464794842,5.27057122616151
4,b,aprotinin,cex,Heparin Sepharose FF,0.66017,0.2186905415296018,0.7556,-0.2802431433547825,5.387657678140258
4,b,aprotinin,cex,Heparin Sepharose FF,0.60932,0.24585554060221282,0.5428,-0.6110143510214231,5.504744130119005
4,b,aprotinin,cex,Heparin Sepharose FF,0.57119,0.26841698881293896,0.5134,-0.6667000105450971,5.592541699714868
4,b,aprotinin,cex,Heparin Sepharose FF,0.49746,0.3180826639798568,0.31254,-1.163022817996982,5.762311298621319
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.77203,0.16903241641536232,6.118,1.8112352457287118,5.130090509637944
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.71356,0.19339266583204973,3.937,1.3704190119616004,5.264722660025305
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.66271,0.21741524838743784,2.4646,0.9020295225218856,5.381809112004053
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.61441,0.24299089463378964,1.6757,0.5162309884245414,5.493023971995665
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.57373,0.2668517160641534,1.2719,0.24051184547530177,5.586693133578663
4,b,aprotinin,cex,Heparin Toyopearl 650m,0.52797,0.2965036199894983,1.0484,0.04726519246711422,5.692059427434071
4,b,aprotinin,cex,S Ceramic HyperD 20,0.56864,0.26999765984012103,13.907,2.6323923104964737,5.598413291702003
