x,SP Sepharose FF
0.71256,0.15233
0.77341,0.23558
0.84192,0.34248
0.92559,0.6384
1.02703,1.2668

x,CM Sepharose FF

x,Heparin Sepharose FF
0.65698,0.05874
0.71025,0.08023
0.77122,0.09098
0.84228,0.12956

x,SP Toyopearl 650m
0.92605,0.18458
1.16232,0.29283
1.36029,0.7165
1.54026,3.1267

x,CM Toyopearl 650m

x,Heparin Toyopearl 650m
0.77381,0.08037
0.84479,0.14075
0.92849,0.24153
1.02998,0.42336
1.15935,0.9323

x,S Ceramic HyperD 20
1.02775,0.18131
1.16174,1.4101

x,CM Ceramic HyperD F

x,Heparin Ceramic HyperD M
