x,Q Sepharose XL
4.1838,1.0784
4.5772,1.9301
5.0359,3.5958
5.6313,4.9593

x,UNO Q-1
4.9109,0.50371
5.6156,0.7379
6.3177,1.4311
6.7198,2.0132
7.2294,3.3925
7.7779,5.833
8.466,14.388

x,Poros 50 HQ
3.0355,0.08602
3.5908,0.18082
4.3693,0.50339
4.9148,0.8657
6.5443,5.064

x,Toyopearl QAE 550c
3.8659,0.50305
4.1823,0.8477
4.6002,1.3185
5.03,1.6121
5.6303,4.3971
6.2951,5.486

x,Separon HemaBio 1000Q
6.7484,0.8165
7.2184,1.1957
7.7646,1.8226
8.4492,3.679

x,Q-Cellthru Bigbeads Plus
7.7998,0.019998
10.1513,0.07832
11.2919,0.132
11.9429,0.17485
12.7746,0.25603

x,Q Sepharose HP
5.0273,1.1236
5.2876,1.4883
5.6239,2.0113
5.9489,2.9451
6.3644,4.8641
6.7698,7.123

x,Toyopearl SuperQ 650c
6.2814,1.2437
6.7938,1.7851
7.2685,3.008
7.7731,3.8279
8.4581,7.573
