x,SP Sepharose FF
0.35,1.1348
0.37797,1.4947
0.40339,1.8633
0.4339,2.5227
0.46441,3.4155
0.49746,5.022

x,CM Sepharose FF
0.46186,0.27981
0.49746,0.5882
0.57373,1.9748
0.61695,3.5205

x,Heparin Sepharose FF
0.49746,0.31254
0.57119,0.5134
0.60932,0.5428
0.66017,0.7556
0.71102,1.1742

x,SP Toyopearl 650m
0.49237,1.1069
0.53305,1.6278
0.61186,3.823
0.65763,7.005

x,CM Toyopearl 650m
0.37797,0.6922
0.43136,1.1365
0.49746,1.8665
0.53305,3.2368
0.57119,5.613
0.61441,8.485

x,Heparin Toyopearl 650m
0.52797,1.0484
0.57373,1.2719
0.61441,1.6757
0.66271,2.4646
0.71356,3.937
0.77203,6.118

x,S Ceramic HyperD 20
0.40339,2.8144
0.4339,3.5087
0.46186,4.496
0.49746,6.432
0.53305,9.201
0.56864,13.907

x,CM Ceramic HyperD F
0.35,4.365
0.40847,8.453
0.4339,10.832
0.44915,15.49
0.46441,19.306

x,Heparin Ceramic HyperD M
0.4339,0.4847
0.49492,0.8181
0.57119,1.3438
0.61441,1.8705
0.66017,2.8276
