,c_load,keq,fVolum,Dp,d_part,l_col,file_name
37,2e-05,237.13737056616552,5.443333333333334e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
38,2e-05,237.13737056616552,5.443333333333334e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
39,2e-05,10000.0,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
40,2e-05,10000.0,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
41,2e-05,10000.0,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
42,2e-05,10000.0,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
43,2e-05,7498.942093324558,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
44,2e-05,7498.942093324558,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
45,2e-05,7498.942093324558,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
46,2e-05,7498.942093324558,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
47,2e-05,5623.413251903491,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
48,2e-05,5623.413251903491,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
49,2e-05,5623.413251903491,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
50,2e-05,5623.413251903491,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
51,2e-05,4216.965034285822,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
52,2e-05,4216.965034285822,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
53,2e-05,4216.965034285822,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
54,2e-05,4216.965034285822,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
55,2e-05,3162.2776601683795,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
56,2e-05,3162.2776601683795,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
57,2e-05,3162.2776601683795,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
58,2e-05,3162.2776601683795,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
59,2e-05,2371.373705661655,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
60,2e-05,2371.373705661655,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
61,2e-05,2371.373705661655,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
62,2e-05,2371.373705661655,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
63,2e-05,1778.2794100389228,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
64,2e-05,1778.2794100389228,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
65,2e-05,1778.2794100389228,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
66,2e-05,1778.2794100389228,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
67,2e-05,1333.521432163324,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
68,2e-05,1333.521432163324,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
69,2e-05,1333.521432163324,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
70,2e-05,1333.521432163324,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
71,2e-05,1000.0,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
72,2e-05,1000.0,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
73,2e-05,1000.0,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
74,2e-05,1000.0,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
75,2e-05,749.8942093324558,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_7.50e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
76,2e-05,749.8942093324558,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_7.50e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
77,2e-05,749.8942093324558,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_7.50e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
78,2e-05,749.8942093324558,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_7.50e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
79,2e-05,562.341325190349,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_5.62e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
80,2e-05,562.341325190349,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_5.62e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
81,2e-05,562.341325190349,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_5.62e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
82,2e-05,562.341325190349,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_5.62e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
83,2e-05,421.6965034285823,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_4.22e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
84,2e-05,421.6965034285823,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_4.22e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
85,2e-05,421.6965034285823,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_4.22e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
86,2e-05,421.6965034285823,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_4.22e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
87,2e-05,316.22776601683796,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_3.16e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
88,2e-05,316.22776601683796,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_3.16e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
89,2e-05,316.22776601683796,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_3.16e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
90,2e-05,316.22776601683796,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_3.16e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
91,2e-05,237.13737056616552,5.443333333333334e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_2.37e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
92,2e-05,237.13737056616552,5.443333333333334e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_2.37e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
93,2e-05,237.13737056616552,5.443333333333334e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_2.37e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
94,2e-05,237.13737056616552,5.443333333333334e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_2.37e+02_fVolum_5.4e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
95,2e-05,10000.0,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_1.00e+04_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
96,2e-05,5623.413251903491,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_5.62e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
97,2e-05,4216.965034285822,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_4.22e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
98,2e-05,4216.965034285822,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_4.22e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
99,2e-05,3162.2776601683795,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_3.16e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
100,2e-05,3162.2776601683795,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_3.16e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
101,2e-05,3162.2776601683795,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_3.16e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
102,2e-05,2371.373705661655,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_2.37e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
103,2e-05,2371.373705661655,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_2.37e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
104,2e-05,1778.2794100389228,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_1.78e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
105,2e-05,1778.2794100389228,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_1.78e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
106,2e-05,1778.2794100389228,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_1.78e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
107,2e-05,1778.2794100389228,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_1.78e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
108,2e-05,1333.521432163324,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_1.33e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
109,2e-05,1333.521432163324,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_1.33e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
110,2e-05,1333.521432163324,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_1.33e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
111,2e-05,1333.521432163324,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_1.33e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
112,2e-05,1000.0,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_1.00e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
113,2e-05,1000.0,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_1.00e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
114,2e-05,1000.0,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_1.00e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
115,2e-05,1000.0,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_1.00e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
116,2e-05,749.8942093324558,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_7.50e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
117,2e-05,749.8942093324558,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_7.50e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
118,2e-05,749.8942093324558,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_7.50e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
119,2e-05,749.8942093324558,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_7.50e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
120,2e-05,562.341325190349,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_5.62e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
121,2e-05,562.341325190349,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_5.62e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
122,2e-05,562.341325190349,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_5.62e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
123,2e-05,562.341325190349,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_5.62e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
124,2e-05,421.6965034285823,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_4.22e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
125,2e-05,421.6965034285823,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_4.22e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
126,2e-05,421.6965034285823,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_4.22e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
127,2e-05,421.6965034285823,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_4.22e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
128,2e-05,316.22776601683796,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_3.16e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
129,2e-05,316.22776601683796,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_3.16e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
