,c_load,keq,fVolum,Dp,d_part,l_col,file_name
130,2e-05,316.22776601683796,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_3.16e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
131,2e-05,316.22776601683796,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_3.16e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
132,2e-05,237.13737056616552,8.165e-09,5e-12,0.0002,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
133,2e-05,237.13737056616552,8.165e-09,5e-12,0.000135,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
134,2e-05,237.13737056616552,8.165e-09,5e-12,7e-05,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
135,2e-05,237.13737056616552,8.165e-09,5e-12,5e-06,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
136,2e-05,10000.0,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
137,2e-05,10000.0,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
138,2e-05,10000.0,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
139,2e-05,10000.0,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
140,2e-05,7498.942093324558,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
141,2e-05,7498.942093324558,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
142,2e-05,7498.942093324558,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
143,2e-05,7498.942093324558,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
144,2e-05,5623.413251903491,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
145,2e-05,5623.413251903491,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
146,2e-05,5623.413251903491,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
147,2e-05,5623.413251903491,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
148,2e-05,4216.965034285822,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
149,2e-05,4216.965034285822,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
150,2e-05,4216.965034285822,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
151,2e-05,4216.965034285822,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
152,2e-05,3162.2776601683795,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
153,2e-05,3162.2776601683795,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
154,2e-05,3162.2776601683795,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
155,2e-05,3162.2776601683795,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
156,2e-05,2371.373705661655,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
157,2e-05,2371.373705661655,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
158,2e-05,2371.373705661655,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
159,2e-05,2371.373705661655,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
160,2e-05,1778.2794100389228,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
161,2e-05,1778.2794100389228,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
162,2e-05,1778.2794100389228,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
163,2e-05,1778.2794100389228,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
164,2e-05,1333.521432163324,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
165,2e-05,1333.521432163324,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
166,2e-05,1333.521432163324,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
167,2e-05,1333.521432163324,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
168,2e-05,1000.0,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
169,2e-05,1000.0,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
170,2e-05,1000.0,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
171,2e-05,1000.0,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
172,2e-05,749.8942093324558,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_7.50e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
173,2e-05,749.8942093324558,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_7.50e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
174,2e-05,749.8942093324558,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_7.50e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
175,2e-05,749.8942093324558,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_7.50e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
176,2e-05,562.341325190349,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_5.62e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
177,2e-05,562.341325190349,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_5.62e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
178,2e-05,562.341325190349,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_5.62e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
179,2e-05,562.341325190349,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_5.62e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
180,2e-05,421.6965034285823,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_4.22e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
181,2e-05,421.6965034285823,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_4.22e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
182,2e-05,421.6965034285823,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_4.22e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
183,2e-05,421.6965034285823,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_4.22e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
184,2e-05,316.22776601683796,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_3.16e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
185,2e-05,316.22776601683796,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_3.16e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
186,2e-05,316.22776601683796,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_3.16e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
187,2e-05,316.22776601683796,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_3.16e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
188,2e-05,237.13737056616552,8.165e-09,5e-12,0.0002,0.05,cload_2.0e-05_keq_2.37e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
189,2e-05,237.13737056616552,8.165e-09,5e-12,0.000135,0.05,cload_2.0e-05_keq_2.37e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
190,2e-05,237.13737056616552,8.165e-09,5e-12,7e-05,0.05,cload_2.0e-05_keq_2.37e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
191,2e-05,237.13737056616552,8.165e-09,5e-12,5e-06,0.05,cload_2.0e-05_keq_2.37e+02_fVolum_8.2e-09_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
192,2e-05,7498.942093324558,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_7.50e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
193,2e-05,3162.2776601683795,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_3.16e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
194,2e-05,2371.373705661655,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_2.37e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
195,2e-05,2371.373705661655,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_2.37e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
196,2e-05,1778.2794100389228,1.0886666666666668e-08,5e-12,0.0002,0.2,cload_2.0e-05_keq_1.78e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
197,2e-05,1778.2794100389228,1.0886666666666668e-08,5e-12,0.000135,0.2,cload_2.0e-05_keq_1.78e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
198,2e-05,1778.2794100389228,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_1.78e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
199,2e-05,1778.2794100389228,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_1.78e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
200,2e-05,1333.521432163324,1.0886666666666668e-08,5e-12,0.0002,0.2,cload_2.0e-05_keq_1.33e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
201,2e-05,1333.521432163324,1.0886666666666668e-08,5e-12,0.000135,0.2,cload_2.0e-05_keq_1.33e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
202,2e-05,1333.521432163324,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_1.33e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
203,2e-05,1333.521432163324,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_1.33e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
204,2e-05,1000.0,1.0886666666666668e-08,5e-12,0.0002,0.2,cload_2.0e-05_keq_1.00e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
205,2e-05,1000.0,1.0886666666666668e-08,5e-12,0.000135,0.2,cload_2.0e-05_keq_1.00e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
206,2e-05,1000.0,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_1.00e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
207,2e-05,1000.0,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_1.00e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
208,2e-05,749.8942093324558,1.0886666666666668e-08,5e-12,0.0002,0.2,cload_2.0e-05_keq_7.50e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
209,2e-05,749.8942093324558,1.0886666666666668e-08,5e-12,0.000135,0.2,cload_2.0e-05_keq_7.50e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
210,2e-05,749.8942093324558,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_7.50e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
211,2e-05,749.8942093324558,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_7.50e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
212,2e-05,562.341325190349,1.0886666666666668e-08,5e-12,0.0002,0.2,cload_2.0e-05_keq_5.62e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
213,2e-05,562.341325190349,1.0886666666666668e-08,5e-12,0.000135,0.2,cload_2.0e-05_keq_5.62e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
214,2e-05,562.341325190349,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_5.62e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
215,2e-05,562.341325190349,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_5.62e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
216,2e-05,421.6965034285823,1.0886666666666668e-08,5e-12,0.0002,0.2,cload_2.0e-05_keq_4.22e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
217,2e-05,421.6965034285823,1.0886666666666668e-08,5e-12,0.000135,0.2,cload_2.0e-05_keq_4.22e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
218,2e-05,421.6965034285823,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_4.22e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
219,2e-05,421.6965034285823,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_4.22e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
220,2e-05,316.22776601683796,1.0886666666666668e-08,5e-12,0.0002,0.2,cload_2.0e-05_keq_3.16e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
221,2e-05,316.22776601683796,1.0886666666666668e-08,5e-12,0.000135,0.2,cload_2.0e-05_keq_3.16e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
222,2e-05,316.22776601683796,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_3.16e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
223,2e-05,316.22776601683796,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_3.16e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
224,2e-05,237.13737056616552,1.0886666666666668e-08,5e-12,0.0002,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_2.0e-01.h5
225,2e-05,237.13737056616552,1.0886666666666668e-08,5e-12,0.000135,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_2.0e-01.h5
226,2e-05,237.13737056616552,1.0886666666666668e-08,5e-12,7e-05,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_2.0e-01.h5
227,2e-05,237.13737056616552,1.0886666666666668e-08,5e-12,5e-06,0.2,cload_2.0e-05_keq_2.37e+02_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_2.0e-01.h5
228,2e-05,10000.0,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
229,2e-05,10000.0,1.0886666666666668e-08,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
230,2e-05,10000.0,1.0886666666666668e-08,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
231,2e-05,10000.0,1.0886666666666668e-08,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.00e+04_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
232,2e-05,7498.942093324558,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
233,2e-05,7498.942093324558,1.0886666666666668e-08,5e-12,0.000135,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
234,2e-05,7498.942093324558,1.0886666666666668e-08,5e-12,7e-05,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
235,2e-05,7498.942093324558,1.0886666666666668e-08,5e-12,5e-06,0.05,cload_2.0e-05_keq_7.50e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
236,2e-05,5623.413251903491,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
237,2e-05,5623.413251903491,1.0886666666666668e-08,5e-12,0.000135,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
238,2e-05,5623.413251903491,1.0886666666666668e-08,5e-12,7e-05,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
239,2e-05,5623.413251903491,1.0886666666666668e-08,5e-12,5e-06,0.05,cload_2.0e-05_keq_5.62e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
240,2e-05,4216.965034285822,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
241,2e-05,4216.965034285822,1.0886666666666668e-08,5e-12,0.000135,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
242,2e-05,4216.965034285822,1.0886666666666668e-08,5e-12,7e-05,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
243,2e-05,4216.965034285822,1.0886666666666668e-08,5e-12,5e-06,0.05,cload_2.0e-05_keq_4.22e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
244,2e-05,3162.2776601683795,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
245,2e-05,3162.2776601683795,1.0886666666666668e-08,5e-12,0.000135,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
246,2e-05,3162.2776601683795,1.0886666666666668e-08,5e-12,7e-05,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
247,2e-05,3162.2776601683795,1.0886666666666668e-08,5e-12,5e-06,0.05,cload_2.0e-05_keq_3.16e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
248,2e-05,2371.373705661655,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
249,2e-05,2371.373705661655,1.0886666666666668e-08,5e-12,0.000135,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
250,2e-05,2371.373705661655,1.0886666666666668e-08,5e-12,7e-05,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
251,2e-05,2371.373705661655,1.0886666666666668e-08,5e-12,5e-06,0.05,cload_2.0e-05_keq_2.37e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
252,2e-05,1778.2794100389228,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
253,2e-05,1778.2794100389228,1.0886666666666668e-08,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
254,2e-05,1778.2794100389228,1.0886666666666668e-08,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
255,2e-05,1778.2794100389228,1.0886666666666668e-08,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.78e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
256,2e-05,1333.521432163324,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
257,2e-05,1333.521432163324,1.0886666666666668e-08,5e-12,0.000135,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_1.4e-04_lcol_5.0e-02.h5
258,2e-05,1333.521432163324,1.0886666666666668e-08,5e-12,7e-05,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_7.0e-05_lcol_5.0e-02.h5
259,2e-05,1333.521432163324,1.0886666666666668e-08,5e-12,5e-06,0.05,cload_2.0e-05_keq_1.33e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_5.0e-06_lcol_5.0e-02.h5
260,2e-05,1000.0,1.0886666666666668e-08,5e-12,0.0002,0.05,cload_2.0e-05_keq_1.00e+03_fVolum_1.1e-08_Dp_5.0e-12_dpart_2.0e-04_lcol_5.0e-02.h5
